"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"C(CSCC(C(=O)O)N)C(C(=O)O)O"	1694	1	1	2	2	"0.3135993371317761"	-90.7508913534335	1	72.8748698034533	"C7H13NO5S"	"[M - H2O + H]+"	"YXDATKHFJSACBX"	"InChI=1S/C7H13NO5S/c8-4(6(10)11)3-14-2-1-5(9)7(12)13/h4-5,9H,1-3,8H2,(H,10,11)(H,12,13)"	"Nac-hcpc"	-3.4000001	"3082283"	"MeSH:(3082283);PubChem:(3082283);PubMed"	70	206.048156738281	54.7549098	"1086_fibl_pilot_pos_sirius_1192"	1192	NA	NA	NA	NA	1192
"C[N+](C)(C)C(CC1=CN=CN1)C(=O)O"	471	1	2	1	3	"0.6395896498207976"	-105.319328037311	0.607035175879397	48.336827807552	"C9H15N3O2"	"[M + K]+"	"GPPYTCRVKHULJH"	"InChI=1S/C9H15N3O2/c1-12(2,3)8(9(13)14)4-7-5-10-6-11-7/h5-6,8H,4H2,1-3H3,(H-,10,11,13,14)/p+1"	"Hercynine"	0	"440727;3083621;3083620;5459798;131972860;139025365;139025366"	"COCONUT:(CNP0306688 CNP0344751);HMDB:(29422);Natural Products:(UNPD23600);PubChem:(440727 3083621 3083620 5459798 131972860 139025365 139025366);CHEBI:(67049 15781);PubChem class - bio and metabolites;MeSH:(440727 5459798);KEGG:(C05575);Plantcyc:(CPD-15280);PubMed;Biocyc:(CPD-15280)"	19040622	236.079666137695	33.850392	"3939_fibl_pilot_pos_sirius_4198"	4198	NA	NA	NA	NA	4198
"C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)O"	112	1	1	2	2	"0.9309747159125493"	-28.369987408017	1	25.6264899584758	"C9H15N3O2S"	"[M + H]+"	"SSISHJJTAXXQAX"	"InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/p+1"	"Thiasine"	-0.300000012	"3006165;3032311;3032312;3037043;5351468;5351619;57509571;71316404;71316405;71316406;71316407;71316408;71316409;124079411;131668147"	"HMDB:(3045);PubChem class - food;SuperNatural:(SN00018466 SN00002390);ZINC bio:(ZINC01631383 ZINC12496051);additional;MeSH:(3032312 5351619);Plantcyc:(Ergothioneine Ergothioneine-Thione);PubMed;NORMAN:(NS00015041);COCONUT:(CNP0003470 CNP0092981 CNP0339205);Natural Products:(UNPD177817);PubChem:(3006165 3032311 3032312 3037043 5351468 5351619 57509571 71316404 71316405 71316406 71316407 71316408 71316409 124079411 131668147);CHEBI:(4828 134344 82707);PubChem class - bio and metabolites;KEGG:(C05570);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(Ergothioneine-Thione Ergothioneine)"	255781230	230.096138000488	37.8757266	"1819_fibl_pilot_pos_sirius_1982"	1982	NA	NA	NA	NA	1982
"C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)OC"	281	1	1	2	2	"0.7718931149998726"	-101.003276412959	1	25.3741791550419	"C15H20N2O2"	"[M + H]+"	"UQBWDTIESGCUSG"	"InChI=1S/C15H21N2O2/c1-17(2,3)14(15(18)19-4)9-11-10-16-13-8-6-5-7-12(11)13/h5-8,10,14,16H,9H2,1-4H3/q+1"	"[3-(1H-indol-3-yl)-1-methoxy-1-oxopropan-2-yl]-trimethylazanium"	1.75485861	"37089;92154316;92169736"	"COCONUT:(CNP0086051 CNP0263476);Natural Products:(UNPD158445);PubChem:(37089 92154316 92169736);ZINC bio:(ZINC01643834);KEGG Mine"	8592072706	261.160522460938	172.037592	"90_fibl_pilot_pos_sirius_100"	100	NA	NA	NA	NA	100
"C[N+](C)(C)CC(CC(=O)O)O"	7	1	1	2	2	"0.9989964415002973"	-2.77504898694046	1	32.627198816883	"C7H15NO3"	"[M + H]+"	"PHIQHXFUZVPYII"	"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"	"Carnitin"	-0.800000012	"85;288;10918;10917;160907;450345;451225;2724480;10535083;10535084;10559012;10559013;6914103;6914104;10773397;10773398;12302477;12302480;15930740;45038580;46186912;46186913;46216349;46215843;46216189;46216517;46213982;46213983;46214499;46214500;46215500;46215495;46215496;46215497;46215498;46215499;46215501;46215502;46215503;46215504;46215505;46215506;46215507;46215508;46215509;46215510;46215663;46215664;46215665;46215666;46215667;46215668;46215669;46215670;46215671;46215672;46215673;46215674;46215675;46215676;46215677;46215678;46215679;46215680;46215836;46215837;46215838;46215839;46215840;46215841;46215842;46215844;46215845;46215846;46215847;46215848;46215849;46215850;46215851;46216012;46216013;46216014;46216015;46216016;46216017;46216018;46216019;46216020;46216021;46216022;46216023;46216024;46216025;46216026;46216027;46216028;46216029;46216174;46216175;46216176;46216177;46216178;46216179;46216180;46216181;46216182;46216183;46216184;46216185;46216186;46216187;46216188;46216334;46216335;46216336;46216337;46216338;46216339;46216340;46216341;46216342;46216343;46216344;46216345;46216346;46216347;46216348;46216350;46216351;46216513;46216514;46216515;46216516;46216518;46216519;46216520;46216521;46216522;46216523;46216524;46216525;46216526;46780190;46780191;46932131;59324226;59324227;59324230;59324231;71309822;87285198;89059971;89059972;89059973;89059975;89059976;89059977;89059984;89059985;89059993;89059994;117064620;118524994;118524995;129316446;129709323;129709324;129880693;129880694;133687794;133687795"	"HMDB:(62 62496 62634);PubChem class - food;SuperNatural:(SN00001153 SN00389969 SN00003349);ZINC bio:(ZINC00154729 ZINC03079340);additional;HSDB:(541-15-1);MeSH:(288 10917);Plantcyc:(CARNITINE);PubMed;NORMAN:(NS00009461);COCONUT:(CNP0151897 CNP0334740);Natural Products:(UNPD9107 UNPD143588);PubChem:(85 288 10918 10917 160907 450345 451225 2724480 10535083 10535084 10559012 10559013 6914103 6914104 10773397 10773398 12302477 12302480 15930740 45038580 46186912 46186913 46216349 46215843 46216189 46216517 46213982 46213983 46214499 46214500 46215500 46215495 46215496 46215497 46215498 46215499 46215501 46215502 46215503 46215504 46215505 46215506 46215507 46215508 46215509 46215510 46215663 46215664 46215665 46215666 46215667 46215668 46215669 46215670 46215671 46215672 46215673 46215674 46215675 46215676 46215677 46215678 46215679 46215680 46215836 46215837 46215838 46215839 46215840 46215841 46215842 46215844 46215845 46215846 46215847 46215848 46215849 46215850 46215851 46216012 46216013 46216014 46216015 46216016 46216017 46216018 46216019 46216020 46216021 46216022 46216023 46216024 46216025 46216026 46216027 46216028 46216029 46216174 46216175 46216176 46216177 46216178 46216179 46216180 46216181 46216182 46216183 46216184 46216185 46216186 46216187 46216188 46216334 46216335 46216336 46216337 46216338 46216339 46216340 46216341 46216342 46216343 46216344 46216345 46216346 46216347 46216348 46216350 46216351 46216513 46216514 46216515 46216516 46216518 46216519 46216520 46216521 46216522 46216523 46216524 46216525 46216526 46780190 46780191 46932131 59324226 59324227 59324230 59324231 71309822 87285198 89059971 89059972 89059973 89059975 89059976 89059977 89059984 89059985 89059993 89059994 117064620 118524994 118524995 129316446 129709323 129709324 129880693 129880694 133687794 133687795);CHEBI:(16347 11060 51453 3424 17126 39547);PubChem class - bio and metabolites;KEGG:(C00318 C00487 C15025);PubChem class - safety and toxic;YMDB:(616 188);Training Set;PubChem class - drug;Biocyc:(D-CARNITINE CARNITINE)"	255847278	162.112518310547	82.07535	"4230_fibl_pilot_pos_sirius_4499"	4499	"CHEBI:3424"	"carnitinium"	"3.68"	"3"	4499
"C[N+](C)(C)CC(CC(=O)O)O"	8	1	1	2	2	"0.9989948251752506"	-2.78488376791559	1	32.7022019397702	"C7H15NO3"	"[M + H]+"	"PHIQHXFUZVPYII"	"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"	"Carnitin"	-0.800000012	"85;288;10918;10917;160907;450345;451225;2724480;10535083;10535084;10559012;10559013;6914103;6914104;10773397;10773398;12302477;12302480;15930740;45038580;46186912;46186913;46216349;46215843;46216189;46216517;46213982;46213983;46214499;46214500;46215500;46215495;46215496;46215497;46215498;46215499;46215501;46215502;46215503;46215504;46215505;46215506;46215507;46215508;46215509;46215510;46215663;46215664;46215665;46215666;46215667;46215668;46215669;46215670;46215671;46215672;46215673;46215674;46215675;46215676;46215677;46215678;46215679;46215680;46215836;46215837;46215838;46215839;46215840;46215841;46215842;46215844;46215845;46215846;46215847;46215848;46215849;46215850;46215851;46216012;46216013;46216014;46216015;46216016;46216017;46216018;46216019;46216020;46216021;46216022;46216023;46216024;46216025;46216026;46216027;46216028;46216029;46216174;46216175;46216176;46216177;46216178;46216179;46216180;46216181;46216182;46216183;46216184;46216185;46216186;46216187;46216188;46216334;46216335;46216336;46216337;46216338;46216339;46216340;46216341;46216342;46216343;46216344;46216345;46216346;46216347;46216348;46216350;46216351;46216513;46216514;46216515;46216516;46216518;46216519;46216520;46216521;46216522;46216523;46216524;46216525;46216526;46780190;46780191;46932131;59324226;59324227;59324230;59324231;71309822;87285198;89059971;89059972;89059973;89059975;89059976;89059977;89059984;89059985;89059993;89059994;117064620;118524994;118524995;129316446;129709323;129709324;129880693;129880694;133687794;133687795"	"HMDB:(62 62496 62634);PubChem class - food;SuperNatural:(SN00001153 SN00389969 SN00003349);ZINC bio:(ZINC00154729 ZINC03079340);additional;HSDB:(541-15-1);MeSH:(288 10917);Plantcyc:(CARNITINE);PubMed;NORMAN:(NS00009461);COCONUT:(CNP0151897 CNP0334740);Natural Products:(UNPD9107 UNPD143588);PubChem:(85 288 10918 10917 160907 450345 451225 2724480 10535083 10535084 10559012 10559013 6914103 6914104 10773397 10773398 12302477 12302480 15930740 45038580 46186912 46186913 46216349 46215843 46216189 46216517 46213982 46213983 46214499 46214500 46215500 46215495 46215496 46215497 46215498 46215499 46215501 46215502 46215503 46215504 46215505 46215506 46215507 46215508 46215509 46215510 46215663 46215664 46215665 46215666 46215667 46215668 46215669 46215670 46215671 46215672 46215673 46215674 46215675 46215676 46215677 46215678 46215679 46215680 46215836 46215837 46215838 46215839 46215840 46215841 46215842 46215844 46215845 46215846 46215847 46215848 46215849 46215850 46215851 46216012 46216013 46216014 46216015 46216016 46216017 46216018 46216019 46216020 46216021 46216022 46216023 46216024 46216025 46216026 46216027 46216028 46216029 46216174 46216175 46216176 46216177 46216178 46216179 46216180 46216181 46216182 46216183 46216184 46216185 46216186 46216187 46216188 46216334 46216335 46216336 46216337 46216338 46216339 46216340 46216341 46216342 46216343 46216344 46216345 46216346 46216347 46216348 46216350 46216351 46216513 46216514 46216515 46216516 46216518 46216519 46216520 46216521 46216522 46216523 46216524 46216525 46216526 46780190 46780191 46932131 59324226 59324227 59324230 59324231 71309822 87285198 89059971 89059972 89059973 89059975 89059976 89059977 89059984 89059985 89059993 89059994 117064620 118524994 118524995 129316446 129709323 129709324 129880693 129880694 133687794 133687795);CHEBI:(16347 11060 51453 3424 17126 39547);PubChem class - bio and metabolites;KEGG:(C00318 C00487 C15025);PubChem class - safety and toxic;YMDB:(616 188);Training Set;PubChem class - drug;Biocyc:(D-CARNITINE CARNITINE)"	255847278	162.112564086914	91.673532	"1581_fibl_pilot_pos_sirius_1732"	1732	"CHEBI:3424"	"carnitinium"	"3.68"	"3"	1732
"C[N+](C)(C)CC(CC(=O)O)O"	11	1	1	2	2	"0.9986762280649293"	-4.0346975129463	1	47.2781754121253	"C7H15NO3"	"[M + H]+"	"PHIQHXFUZVPYII"	"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"	"Carnitin"	-0.800000012	"85;288;10918;10917;160907;450345;451225;2724480;10535083;10535084;10559012;10559013;6914103;6914104;10773397;10773398;12302477;12302480;15930740;45038580;46186912;46186913;46216349;46215843;46216189;46216517;46213982;46213983;46214499;46214500;46215500;46215495;46215496;46215497;46215498;46215499;46215501;46215502;46215503;46215504;46215505;46215506;46215507;46215508;46215509;46215510;46215663;46215664;46215665;46215666;46215667;46215668;46215669;46215670;46215671;46215672;46215673;46215674;46215675;46215676;46215677;46215678;46215679;46215680;46215836;46215837;46215838;46215839;46215840;46215841;46215842;46215844;46215845;46215846;46215847;46215848;46215849;46215850;46215851;46216012;46216013;46216014;46216015;46216016;46216017;46216018;46216019;46216020;46216021;46216022;46216023;46216024;46216025;46216026;46216027;46216028;46216029;46216174;46216175;46216176;46216177;46216178;46216179;46216180;46216181;46216182;46216183;46216184;46216185;46216186;46216187;46216188;46216334;46216335;46216336;46216337;46216338;46216339;46216340;46216341;46216342;46216343;46216344;46216345;46216346;46216347;46216348;46216350;46216351;46216513;46216514;46216515;46216516;46216518;46216519;46216520;46216521;46216522;46216523;46216524;46216525;46216526;46780190;46780191;46932131;59324226;59324227;59324230;59324231;71309822;87285198;89059971;89059972;89059973;89059975;89059976;89059977;89059984;89059985;89059993;89059994;117064620;118524994;118524995;129316446;129709323;129709324;129880693;129880694;133687794;133687795"	"HMDB:(62 62496 62634);PubChem class - food;SuperNatural:(SN00001153 SN00389969 SN00003349);ZINC bio:(ZINC00154729 ZINC03079340);additional;HSDB:(541-15-1);MeSH:(288 10917);Plantcyc:(CARNITINE);PubMed;NORMAN:(NS00009461);COCONUT:(CNP0151897 CNP0334740);Natural Products:(UNPD9107 UNPD143588);PubChem:(85 288 10918 10917 160907 450345 451225 2724480 10535083 10535084 10559012 10559013 6914103 6914104 10773397 10773398 12302477 12302480 15930740 45038580 46186912 46186913 46216349 46215843 46216189 46216517 46213982 46213983 46214499 46214500 46215500 46215495 46215496 46215497 46215498 46215499 46215501 46215502 46215503 46215504 46215505 46215506 46215507 46215508 46215509 46215510 46215663 46215664 46215665 46215666 46215667 46215668 46215669 46215670 46215671 46215672 46215673 46215674 46215675 46215676 46215677 46215678 46215679 46215680 46215836 46215837 46215838 46215839 46215840 46215841 46215842 46215844 46215845 46215846 46215847 46215848 46215849 46215850 46215851 46216012 46216013 46216014 46216015 46216016 46216017 46216018 46216019 46216020 46216021 46216022 46216023 46216024 46216025 46216026 46216027 46216028 46216029 46216174 46216175 46216176 46216177 46216178 46216179 46216180 46216181 46216182 46216183 46216184 46216185 46216186 46216187 46216188 46216334 46216335 46216336 46216337 46216338 46216339 46216340 46216341 46216342 46216343 46216344 46216345 46216346 46216347 46216348 46216350 46216351 46216513 46216514 46216515 46216516 46216518 46216519 46216520 46216521 46216522 46216523 46216524 46216525 46216526 46780190 46780191 46932131 59324226 59324227 59324230 59324231 71309822 87285198 89059971 89059972 89059973 89059975 89059976 89059977 89059984 89059985 89059993 89059994 117064620 118524994 118524995 129316446 129709323 129709324 129880693 129880694 133687794 133687795);CHEBI:(16347 11060 51453 3424 17126 39547);PubChem class - bio and metabolites;KEGG:(C00318 C00487 C15025);PubChem class - safety and toxic;YMDB:(616 188);Training Set;PubChem class - drug;Biocyc:(D-CARNITINE CARNITINE)"	255847278	162.112762451172	35.9769078	"3905_fibl_pilot_pos_sirius_4164"	4164	"CHEBI:3424"	"carnitinium"	"3.68"	"3"	4164
"C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCC=CCCCCCCCC(=O)O"	634	1	1	2	2	"0.5554777667400344"	-101.163585767496	0.999497487437186	34.98169563887	"C21H37NO6"	"[M - H2O + H]+"	"HXMYXBDOFWDFBU"	"InChI=1S/C21H37NO6/c1-22(2,3)17-18(16-20(25)26)28-21(27)15-13-11-9-7-5-4-6-8-10-12-14-19(23)24/h7,9,18H,4-6,8,10-17H2,1-3H3,(H-,23,24,25,26)/p+1"	"3-{[(5Z)-13-carboxytridec-5-enoyl]oxy}-4-(trimethylammonio)butanoate"	3.29999995	"71464551;71464552"	"PubChem:(71464551 71464552);CHEBI:(73069)"	34	382.258605957031	300.679494	"2458_fibl_pilot_pos_sirius_2659"	2659	NA	NA	NA	NA	2659
"C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCCCCCCCCCCCCC(=O)O"	2598	1	1	1	1	"0.2105430285062607"	-202.745109896242	0.999497487437186	15.661888650996	"C23H43NO6"	"[M - H2O + H]+"	"UNHCPLSWMNPZTD"	"InChI=1S/C23H43NO6/c1-24(2,3)19-20(18-22(27)28)30-23(29)17-15-13-11-9-7-5-4-6-8-10-12-14-16-21(25)26/h20H,4-19H2,1-3H3,(H-,25,26,27,28)/p+1"	"O-DC16:0-L-carnitine(1-)"	5.30000019	"566787;566788;44256593;44256594;72715825"	"COCONUT:(CNP0106091);HMDB:(712);PubChem:(566787 566788 44256593 44256594 72715825);CHEBI:(77237 77087 73081);PubChem class - bio and metabolites"	18874410	412.305877685547	301.187754	"1039_fibl_pilot_pos_sirius_1140"	1140	NA	NA	NA	NA	1140
"C[N+](C)(C)CC(CCCCCCCCC(=O)OC)O"	3007	1	1	1	2	"0.17430718846952595"	-132.564949619184	0.957286432160804	24.0355267778486	"C15H31NO3"	"[M + K]+"	"AWONKJSYPXYORW"	"InChI=1S/C15H32NO3/c1-16(2,3)13-14(17)11-9-7-5-6-8-10-12-15(18)19-4/h14,17H,5-13H2,1-4H3/q+1"	"(2-hydroxy-11-methoxy-11-oxoundecyl)-trimethylazanium"	2.70000005	"1753649;1753651;3561978"	"COCONUT:(CNP0157226);PubChem:(1753649 1753651 3561978);SuperNatural:(SN00053945 SN00053946);ZINC bio:(ZINC02097440 ZINC02097442)"	3153922	312.193389892578	279.059736	"430_fibl_pilot_pos_sirius_470"	470	NA	NA	NA	NA	470
"C[N+](C)(C)CCCC(=O)O"	333	1	1	2	2	"0.7269335504000831"	-22.0528002994606	1	60.0401893693188	"C7H15NO2"	"[M + H]+"	"JHPNVNIEXXLNTR"	"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1"	"Actinine"	0.100000001	"134;725;71314461"	"HMDB:(1161 6831);SuperNatural:(SN00240479 SN00253726);ZINC bio:(ZINC00395560);additional;MeSH:(134 725);Plantcyc:(GAMMA-BUTYROBETAINE);PubMed;COCONUT:(CNP0082937 CNP0083679 CNP0198371);Natural Products:(UNPD67730 UNPD74110);PubChem:(134 725 71314461);CHEBI:(16244 1941);PubChem class - bio and metabolites;KEGG:(C01181);PubChem class - safety and toxic;Training Set;Biocyc:(GAMMA-BUTYROBETAINE)"	87746926	146.117706298828	38.4861702	"4062_fibl_pilot_pos_sirius_4329"	4329	"CHEBI:1941"	"4-(trimethylammonio)butanoic acid"	"3.86"	"3"	4329
"C[N+](C)(C)CCCC(=O)O"	1109	1	1	2	2	"0.41426634445078336"	-63.2889918380868	1	80.2171613482919	"C7H15NO2"	"[M + H]+"	"JHPNVNIEXXLNTR"	"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1"	"Actinine"	0.100000001	"134;725;71314461"	"HMDB:(1161 6831);SuperNatural:(SN00240479 SN00253726);ZINC bio:(ZINC00395560);additional;MeSH:(134 725);Plantcyc:(GAMMA-BUTYROBETAINE);PubMed;COCONUT:(CNP0082937 CNP0083679 CNP0198371);Natural Products:(UNPD67730 UNPD74110);PubChem:(134 725 71314461);CHEBI:(16244 1941);PubChem class - bio and metabolites;KEGG:(C01181);PubChem class - safety and toxic;Training Set;Biocyc:(GAMMA-BUTYROBETAINE)"	87746926	146.117553710938	67.873104	"4286_fibl_pilot_pos_sirius_4555"	4555	"CHEBI:1941"	"4-(trimethylammonio)butanoic acid"	"3.86"	"3"	4555
"C[N+](C)(C)CCCC(C(=O)O)N"	317	1	1	2	2	"0.7422214759189685"	-30.536420034635	1	45.4109263542653	"C8H18N2O2"	"[M + H]+"	"XQMALTZLPGQCEH"	"InChI=1S/C8H18N2O2/c1-10(2,3)6-4-5-7(9)8(11)12/h7H,4-6,9H2,1-3H3/p+1"	"Pnnnto"	-0.92688781	"189804;21773702;21773703"	"COCONUT:(CNP0017733 CNP0046447);Natural Products:(UNPD50173);PubChem:(189804 21773702 21773703);SuperNatural:(SN00328510);ZINC bio:(ZINC06068087);MeSH:(189804);PubMed"	3186758	175.144248962402	56.4490962	"671_fibl_pilot_pos_sirius_731"	731	NA	NA	NA	NA	731
"C[N+](C)(C)CCCC(C(=O)O)N"	372	1	1	2	2	"0.6968100172516031"	-57.7016294028151	1	59.2243981321901	"C8H18N2O2"	"[M + H]+"	"XQMALTZLPGQCEH"	"InChI=1S/C8H18N2O2/c1-10(2,3)6-4-5-7(9)8(11)12/h7H,4-6,9H2,1-3H3/p+1"	"Pnnnto"	-0.92688781	"189804;21773702;21773703"	"COCONUT:(CNP0017733 CNP0046447);Natural Products:(UNPD50173);PubChem:(189804 21773702 21773703);SuperNatural:(SN00328510);ZINC bio:(ZINC06068087);MeSH:(189804);PubMed"	3186758	175.144454956055	33.133365	"1425_fibl_pilot_pos_sirius_1563"	1563	NA	NA	NA	NA	1563
"C[N+](C)(C)CCCCC(C(=O)O)N"	225	1	1	2	2	"0.8131053402143232"	-19.7477107240286	1	64.4082945717578	"C9H20N2O2"	"[M + H]+"	"MXNRLFUSFKVQSK"	"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1"	"Laminine"	-0.47767508	"115146;115147;159659;159660;440120;440121;6992003;21723218;58340185;102107754;117065514;126455951;126455952"	"HMDB:(1325);SuperNatural:(SN00326367 SN00156131);ZINC bio:(ZINC01529747);additional;MeSH:(159659 159660 440120 440121 6992003);Plantcyc:(N6N6N6-TRIMETHYL-L-LYSINE);PubMed;NORMAN:(NS00015043);COCONUT:(CNP0083601 CNP0323643 CNP0324090);KNApSAcK:(51192);Natural Products:(UNPD115791 UNPD117974);PubChem:(115146 115147 159659 159660 440120 440121 6992003 21723218 58340185 102107754 117065514 126455951 126455952);CHEBI:(58100 17311);PubChem class - bio and metabolites;KEGG:(C03793);PubChem class - safety and toxic;Training Set;Biocyc:(N6N6N6-TRIMETHYL-L-LYSINE)"	88009086	189.160034179688	30.9623976	"4945_fibl_pilot_pos_sirius_5223"	5223	"CHEBI:176482"	"N,N,N-Trimethyllysine"	"3.66"	"2"	5223
"C[N+](C)(C)CCCCC(C(=O)O)N"	251	1	1	2	2	"0.7962036309976847"	-23.0837563003409	1	54.8974414065581	"C9H20N2O2"	"[M + H]+"	"MXNRLFUSFKVQSK"	"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1"	"Laminine"	-0.47767508	"115146;115147;159659;159660;440120;440121;6992003;21723218;58340185;102107754;117065514;126455951;126455952"	"HMDB:(1325);SuperNatural:(SN00326367 SN00156131);ZINC bio:(ZINC01529747);additional;MeSH:(159659 159660 440120 440121 6992003);Plantcyc:(N6N6N6-TRIMETHYL-L-LYSINE);PubMed;NORMAN:(NS00015043);COCONUT:(CNP0083601 CNP0323643 CNP0324090);KNApSAcK:(51192);Natural Products:(UNPD115791 UNPD117974);PubChem:(115146 115147 159659 159660 440120 440121 6992003 21723218 58340185 102107754 117065514 126455951 126455952);CHEBI:(58100 17311);PubChem class - bio and metabolites;KEGG:(C03793);PubChem class - safety and toxic;Training Set;Biocyc:(N6N6N6-TRIMETHYL-L-LYSINE)"	88009086	189.159873962402	88.852512	"1157_fibl_pilot_pos_sirius_1270"	1270	"CHEBI:176482"	"N,N,N-Trimethyllysine"	"3.66"	"2"	1270
"C[N+](C)(C)CCCOP(=O)(O)O"	905	1	2	2	3	"0.46765891182122965"	-45.6316954822301	0.171356783919598	28.4955118874841	"C6H16NO4P"	"[M + H]+"	"QAOGRXNRTKIVKJ"	"InChI=1S/C6H16NO4P/c1-7(2,3)5-4-6-11-12(8,9)10/h4-6H2,1-3H3,(H-,8,9,10)/p+1"	"Phosphorylhomocholine"	-1.10000002	"193890;193891;87691723"	"MeSH:(193890);PubChem:(193890 193891 87691723);PubMed"	70	198.089279174805	36.649026	"2388_fibl_pilot_pos_sirius_2587"	2587	NA	NA	NA	NA	2587
"C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)O)O"	1769	1	1	2	2	"0.30313180019389974"	-187.103900735183	1	22.965788560866	"C15H21NO5"	"[M + H]+"	"ZXGJGAAWPIAKMZ"	"InChI=1S/C15H21NO5/c1-16(2,3)7-8-21-14(18)6-5-11-9-12(17)15(19)13(10-11)20-4/h5-6,9-10H,7-8H2,1-4H3,(H-,17,18,19)/p+1"	"null"	1.5	"131839396"	"HMDB:(136315);PubChem:(131839396);KEGG Mine;PubChem class - bio and metabolites"	8606711818	296.149353027344	127.205718	"325_fibl_pilot_pos_sirius_358"	358	"CHEBI:187735"	"(2-{[3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoyl]oxy}ethyl)trimethylazanium"	"3.23"	"2"	358
"C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)O)OC"	67	1	1	2	2	"0.9700769305746816"	-96.0792296015446	1	30.0550708597964	"C16H23NO5"	"[M + H]+"	"HUJXHFRXWWGYQH"	"InChI=1S/C16H23NO5/c1-17(2,3)8-9-22-15(18)7-6-12-10-13(20-4)16(19)14(11-12)21-5/h6-7,10-11H,8-9H2,1-5H3/p+1"	"Sinapine"	1.79999995	"89287;5280385;53493855;131750864"	"HMDB:(29379);SuperNatural:(SN00002254);ZINC bio:(ZINC01532786);additional;MeSH:(5280385 131750864);Plantcyc:(O-SINAPOYLCHOLINE);PubMed;COCONUT:(CNP0345063 CNP0416159);KNApSAcK:(2777);Natural Products:(UNPD188130);PubChem:(89287 5280385 53493855 131750864);CHEBI:(16353);PubChem class - bio and metabolites;KEGG:(C00933);Training Set;Biocyc:(O-SINAPOYLCHOLINE)"	20638078	310.165664672852	152.36142	"332_fibl_pilot_pos_sirius_366"	366	"CHEBI:16353"	"sinapine"	"3.3"	"3"	366
"C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C=C1)O)OC"	1077	1	1	2	2	"0.4217820067786899"	-122.35348975732	1	30.9102061908493	"C15H21NO4"	"[M + H]+"	"XHSNXOZZHHJDDX"	"InChI=1S/C15H21NO4/c1-16(2,3)9-10-20-15(18)8-6-12-5-7-13(17)14(11-12)19-4/h5-8,11H,9-10H2,1-4H3/p+1"	"null"	1.32047451	"54470093;131751314"	"COCONUT:(CNP0010523);HMDB:(32800);Natural Products:(UNPD186587);PubChem:(54470093 131751314);PubChem class - bio and metabolites"	18907146	280.154342651367	150.250062	"5206_fibl_pilot_pos_sirius_5488"	5488	"CHEBI:168277"	"Feruloylcholine"	"3.23"	"2"	5488
"C[N+](C)(C)CCOC(=O)C1=CC=CC=C1"	727	1	1	2	2	"0.5213906544424792"	-53.4380000564123	1	19.3758200566947	"C12H17NO2"	"[M + H]+"	"HOPVGFKDVOOCHD"	"InChI=1S/C12H18NO2/c1-13(2,3)9-10-15-12(14)11-7-5-4-6-8-11/h4-8H,9-10H2,1-3H3/q+1"	"Choline benzoate"	1.26093459	"16632"	"NORMAN:(NS00047887);COCONUT:(CNP0051806);PubChem:(16632);SuperNatural:(SN00117316);ZINC bio:(ZINC00125014);additional;MeSH:(16632);Training Set;PubMed"	3956806	208.134147644043	146.882502	"1261_fibl_pilot_pos_sirius_1384"	1384	"CHEBI:177037"	"Benzoylcholine"	"3.52"	"2"	1384
