confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
2228	1	1	2	5	0.24890964087003034	-302.3661073192068	0.8894472361809046	27.12973472098702	C37H54O12	[M - H2O + H]+	IEGSGKOVOHXXNB	InChI=1S/C37H54O12/c1-32(2)17-10-11-22-34(5)14-20-29(37(8,45)23(39)13-25(47-20)33(3,4)46-9)35(34,6)15-24(40)36(22,7)18(17)12-19(30(32)44)48-31-28(43)27(42)26(41)21(16-38)49-31/h10,12,18,20-22,25-29,31,38,41-43,45H,11,13-16H2,1-9H3	null	CC1(C2=CCC3C4(CC5C(C4(CC(=O)C3(C2C=C(C1=O)OC6C(C(C(C(O6)CO)O)O)O)C)C)C(C(=O)CC(O5)C(C)(C)OC)(C)O)C)C	1.0	101508372	COCONUT:(CNP0365692);Natural Products:(UNPD88406);PubChem:(101508372)	2129922	673.3583984375	544.895694	4313_fibl_pilot_pos_sirius_4582	4582
2229	1	1	2	2	0.24887697101127684	-23.308680793942347	0.9999999999999999	120.3420073574527	C18H28O2	[M + H]+	IJTNSXPMYKJZPR	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-10H,2,11-17H2,1H3,(H,19,20)	Parinaric acid	CCC=CC=CC=CC=CCCCCCCCC(=O)O	5.46570683	107981;5282838;5312509;5320416;5460991;5460993;5460995;12313969;9970695;10378843;35025837;88113245;87119813;101625845;118433567	SuperNatural:(SN00226753 SN00370177 SN00160559);additional;MeSH:(107981 5282838 5460995);PubMed;NORMAN:(NS00010558);COCONUT:(CNP0043971 CNP0076398 CNP0308184);Natural Products:(UNPD65715 UNPD84103 UNPD88186);PubChem:(107981 5282838 5312509 5320416 5460991 5460993 5460995 12313969 9970695 10378843 35025837 88113245 87119813 101625845 118433567);CHEBI:(32408 32416 32410 32409 32414);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-17408);KEGG Mine	8694581350	277.21649169921875	680.34174	2362_fibl_pilot_pos_sirius_2559	2559
2230	1	1	2	2	0.24861310108379037	-35.21262797244684	0.9999999999999999	55.6033318717479	C18H21NO3	[M + H]+	BOKVLBSSPUTWLV	InChI=1S/C18H21NO3/c1-19-8-7-13-10-18(22-2)17(21)11-15(13)16(19)9-12-3-5-14(20)6-4-12/h3-6,10-11,16,20-21H,7-9H2,1-2H3	Spectrum_000537	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)O)OC	3.0	440584;440595;2752274;6971065;6971067;10859591	HMDB:(60319);SuperNatural:(SN00118979 SN00118980);ZINC bio:(ZINC00895617 ZINC00895668);additional;Plantcyc:(CPDIO2-8 R-N-METHYLCOCLAURINE S-N-METHYLCOCLAURINE);PubMed;COCONUT:(CNP0076471 CNP0181011);KNApSAcK:(25268);Natural Products:(UNPD48953 UNPD85021);PubChem:(440584 440595 2752274 6971065 6971067 10859591);CHEBI:(57755 17041 16387 57993);PubChem class - bio and metabolites;KEGG:(C05176 C05243);Training Set;Biocyc:(R-N-METHYLCOCLAURINE S-N-METHYLCOCLAURINE)	20638074	300.159423828125	183.118122	3883_fibl_pilot_pos_sirius_4141	4141
2231	1	1	2	2	0.24860841144528043	-81.58171604605363	0.9999999999999999	44.12742395757129	C27H30O15	[M - H2O + H]+	WGQZBBOLNCUXLC	InChI=1S/C27H30O15/c1-37-16-4-10(2-3-12(16)29)15-7-14(31)20-13(30)5-11(6-17(20)40-15)39-27-25(36)23(34)22(33)19(42-27)9-38-26-24(35)21(32)18(8-28)41-26/h2-7,18-19,21-30,32-36H,8-9H2,1H3	Chrysoeriol 7-alpha-L-arabinofuranosyl-(1->6)-glucoside	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(O5)CO)O)O)O)O)O)O)O	-0.699999988	44258203	COCONUT:(CNP0240591);KNApSAcK:(13674);Natural Products:(UNPD127477);PubChem:(44258203);SuperNatural:(SN00315808)	3178514	577.1556701660156	292.007832	2339_fibl_pilot_pos_sirius_2534	2534
2232	1	1	2	2	0.24860343498924656	-137.2030436836934	0.9999999999999999	34.45952792185121	C19H17NO5	[M + H]+	OMDLUUQOGBOMJH	InChI=1S/C19H17NO5/c1-22-13-4-3-11-16(18(13)23-2)19(21)20-6-5-10-7-14-15(25-9-24-14)8-12(10)17(11)20/h3-4,7-8,17H,5-6,9H2,1-2H3	null	COC1=C(C2=C(C=C1)C3C4=CC5=C(C=C4CCN3C2=O)OCO5)OC	2.4000001	21589022	COCONUT:(CNP0231799);Natural Products:(UNPD102579);PubChem:(21589022)	2129922	340.1178894042969	173.96982000000003	3388_fibl_pilot_pos_sirius_3634	3634
2233	1	1	2	2	0.24848739391449426	-124.21264337043819	0.9999999999999999	103.34809488097487	C15H29NO3	[M - H2O + H]+	BTHNNPTZHGZNAO	InChI=1S/C15H29NO3/c1-2-3-4-5-6-7-8-9-10-11-12-14(17)16-13-15(18)19/h2-13H2,1H3,(H,16,17)(H,18,19)	acylglycine c:13	CCCCCCCCCCCCC(=O)NCC(=O)O	4.80000019	45357453	COCONUT:(CNP0067551);HMDB:(13317);PubChem:(45357453);CHEBI:(74437)	2097194	254.2113494873047	362.301792	1521_fibl_pilot_pos_sirius_1666	1666
2234	1	1	2	2	0.2482926341692068	-9.66255144699138	0.9999999999999999	50.143755785972175	C15H10O7	[M + H]+	REFJWTPEDVJJIY	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	Quertine	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1.36698294	5280343;12305312;21600688;49849859;49849860;46906036;59574960;88462991;91069955;101792073;101792074;130367129	HMDB:(5794);PubChem class - food;SuperNatural:(SN00005729);ZINC bio:(ZINC03869685);additional;HSDB:(117-39-5);MeSH:(5280343);Plantcyc:(CPD-520);PubMed;NORMAN:(NS00001142);COCONUT:(CNP0096342 CNP0103504);KNApSAcK:(4631);Natural Products:(UNPD49205);PubChem:(5280343 12305312 21600688 49849859 49849860 46906036 59574960 88462991 91069955 101792073 101792074 130367129);CHEBI:(57694 16243);PubChem class - bio and metabolites;KEGG:(C00389);PubChem class - safety and toxic;YMDB:(1777);Training Set;PubChem class - drug;Biocyc:(CPD3IU-9 CPD-520 CPD3IU-1)	255847294	303.04931640625	202.889964	644_fibl_pilot_pos_sirius_704	704
2235	1	1	2	2	0.24815185455920546	-281.6631909682334	0.9959798994974874	62.34585759016748	C20H33NO7	[M - H2O + H]+	KLVAVVAHUOWKAS	InChI=1S/C20H33NO7/c1-2-3-4-6-13(22)9-10-14-15-11-19(28-18(15)12-17(14)23)16(21(26)27)7-5-8-20(24)25/h9-10,13-19,22-23H,2-8,11-12H2,1H3,(H,24,25)	5-Nitro-pgi1	CCCCCC(C=CC1C2CC(OC2CC1O)C(CCCC(=O)O)[N+](=O)[O-])O	2.4000001	6438571;20839138	MeSH:(6438571);PubChem:(6438571 20839138);PubMed	70	382.22247314453125	266.94157199999995	2034_fibl_pilot_pos_sirius_2214	2214
2236	1	1	2	2	0.24806377311162012	-206.20849638714222	0.9999999999999999	24.44888135812919	C17H33N5O3	[M - H2O + H]+	OCDXECTZKKZXCS	InChI=1S/C17H33N5O3/c1-11(2)10-13(15(20)23)21-16(24)14-7-5-9-22(14)17(25)12(19)6-3-4-8-18/h11-14H,3-10,18-19H2,1-2H3,(H2,20,23)(H,21,24)	null	CC(C)CC(C(=O)N)NC(=O)C1CCCN1C(=O)C(CCCCN)N	-0.541408837	53361984;72200764;138857469	PubChem:(53361984 72200764 138857469);PubMed;PubChem class - bio and metabolites	16777282	338.2536315917969	353.72272200000003	1625_fibl_pilot_pos_sirius_1779	1779
2237	1	1	1	2	0.24804903677043147	-622.5874097129075	0.670854271356784	1.4819263931667015	C35H49N11O9S2	[M + K]+	CZKPOZZJODAYPZ	InChI=1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)	Integrilin	C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N	-2.4000001	123610;448812;21733158;45356252;57323696;77906395;97043043;97043044;91971810;118215382;124511159;124708861;124708862;124708863;124708864;126579716;129011623;131632333;133566178;134812820;139026905;137704691;137705820	NORMAN:(NS00007519);PubChem:(123610 448812 21733158 45356252 57323696 77906395 97043043 97043044 91971810 118215382 124511159 124708861 124708862 124708863 124708864 126579716 129011623 131632333 133566178 134812820 139026905 137704691 137705820);CHEBI:(291902);PubChem class - bio and metabolites;HSDB:(188627-80-7);MeSH:(448812);PubChem class - safety and toxic;PubMed;PubChem class - drug	117703270	870.2777099609375	282.530196	2649_fibl_pilot_pos_sirius_2856	2856
2238	1	1	1	4	0.24800710175481522	-807.95856104676	0.7155778894472363	32.58057553490965	C34H47N11O9S2	[M + H]+	UUQHAAWMCLITRZ	InChI=1S/C34H47N11O9S2/c35-29(50)24-17-56-55-12-9-26(46)41-21(7-3-10-38-34(36)37)30(51)40-16-27(47)42-22(14-28(48)49)31(52)43-23(13-18-15-39-20-6-2-1-5-19(18)20)33(54)45-11-4-8-25(45)32(53)44-24/h1-2,5-6,15,21-25,39H,3-4,7-14,16-17H2,(H2,35,50)(H,40,51)(H,41,46)(H,42,47)(H,43,52)(H,44,53)(H,48,49)(H4,36,37,38)	null	C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCN=C(N)N)C(=O)N	-2.79999995	71556891	MeSH:(71556891);PubChem:(71556891);PubMed	70	818.30859375	196.86276600000002	2523_fibl_pilot_pos_sirius_2726	2726
2239	1	1	2	2	0.24789561747811056	-182.63696878899594	0.9999999999999999	72.78759896593351	C23H41NO2	[M + H]+	BTAFSOGRDASALR	InChI=1S/C23H42NO2/c1-2-3-4-5-6-7-8-9-10-14-17-24(18-20-25,19-21-26)22-23-15-12-11-13-16-23/h11-13,15-16,25-26H,2-10,14,17-22H2,1H3/q+1	Benzoxonium	CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1	6.0	29564	NORMAN:(NS00003731);PubChem:(29564);PubMed;CHEBI:(135537);additional	786530	364.3217010498047	428.893554	131_fibl_pilot_pos_sirius_145	145
2240	1	1	2	2	0.2478406303437065	-103.47949044553646	0.9999999999999999	62.174864456088805	C19H26O5	[M + H]+	BLDXHRLZFUEVGH	InChI=1S/C19H26O5/c1-9-7-12(22)15-16-14(9)19(15,6)17(24-11(3)21)13(23-10(2)20)8-18(16,4)5/h7,13-17H,8H2,1-6H3	null	CC1=CC(=O)C2C3C1C2(C(C(CC3(C)C)OC(=O)C)OC(=O)C)C	2.274719	""	COCONUT:(CNP0342507);Natural Products:(UNPD101437);SuperNatural:(SN00354379)	3178496	335.1853942871094	379.92983999999996	2128_fibl_pilot_pos_sirius_2311	2311
2241	1	1	2	2	0.24755868419787047	-77.68776060282053	0.9999999999999999	71.40105937502724	C8H7NO3	[M + H]+	MKMCJLMBVKHUMS	InChI=1S/C8H7NO3/c1-11-5-2-3-6-7(4-5)12-8(10)9-6/h2-4H,1H3,(H,9,10)	Coixol	COC1=CC2=C(C=C1)NC(=O)O2	1.42324996	10772;90752252	COCONUT:(CNP0215384);HMDB:(36582);KNApSAcK:(36627);Natural Products:(UNPD161681);PubChem:(10772 90752252);ZINC bio:(ZINC00403022);PubChem class - bio and metabolites;MeSH:(10772);PubMed	18915422	166.0498809814453	158.81223	4751_fibl_pilot_pos_sirius_5025	5025
2242	1	1	1	1	0.24755351751171298	-149.53313589145142	0.9999999999999999	22.457192889782114	C17H28O10	[M + Na]+	SAJHQVLFIJLYPM	InChI=1S/C17H28O10/c1-6-9(19)3-7-8(15(23)24-2)5-25-16(11(6)7)27-17-14(22)13(21)12(20)10(4-18)26-17/h5-7,9-23H,3-4H2,1-2H3	null	CC1C(CC2C1C(OC=C2C(O)OC)OC3C(C(C(C(O3)CO)O)O)O)O	-1.4678539	""	COCONUT:(CNP0156941);Natural Products:(UNPD46229);SuperNatural:(SN00244906)	3178496	415.1572570800781	232.310676	3804_fibl_pilot_pos_sirius_4061	4061
2243	1	2	1	4	0.24750639422436466	-193.68121669916343	0.5758793969849246	57.28583428376158	C23H41NO5	[M + K]+	CBBAYEUCTOLHMQ	InChI=1S/C23H41NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)19-23(28)29-21(24(2,3)4)17-18-22(26)27/h7-8,10-11,20-21,25H,5-6,9,12-19H2,1-4H3/p+1	3-Hydroxyhexadecadienoylcarnitine	CCCC=CCC=CCCCCCC(CC(=O)OC(CCC(=O)O)[N+](C)(C)C)O	4.5999999	53481689;53481690	COCONUT:(CNP0001591);PubChem:(53481689 53481690);YMDB Mine	34361835522	450.2615051269531	455.34632999999997	5069_fibl_pilot_pos_sirius_5348	5348
2244	1	1	1	1	0.24735181113553692	-193.352300809333	0.9999999999999999	18.938664723354734	C21H22O13	[M - H2O + H]+	OKJJBDHBLKGNNL	InChI=1S/C21H22O13/c22-5-12-15(28)17(30)18(31)21(33-12)34-20-16(29)13-8(24)3-7(23)4-11(13)32-19(20)6-1-9(25)14(27)10(26)2-6/h1-4,12,15,17-28,30-31H,5H2	5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)-2,3-dihydrochromen-4-one	C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O	-0.5	16752254;24871229	COCONUT:(CNP0169133);Natural Products:(UNPD140118 UNPD165546 UNPD141665);PubChem:(16752254 24871229);SuperNatural:(SN00306902 SN00235805 SN00276025);YMDB Mine	34362916866	465.1028137207031	171.363492	3001_fibl_pilot_pos_sirius_3225	3225
2245	1	1	2	2	0.24731836498164467	-135.34796699774725	0.9999999999999999	118.25388450532068	C27H36O3	[M + H]+	VJDIRPCMDCBBTO	InChI=1S/C27H36O3/c1-22(12-7-8-13-23(2)16-11-21-28)14-9-15-24(3)18-19-26(30)27(5,6)20-10-17-25(4)29/h7-9,11-16,18-19,21H,10,17,20H2,1-6H3	null	CC(=O)CCCC(C)(C)C(=O)C=CC(=CC=CC(=CC=CC=C(C)C=CC=O)C)C	6.5999999	87443545	PubChem:(87443545);COCONUT:(CNP0344117)	2097154	409.2734375	490.81697999999994	3706_fibl_pilot_pos_sirius_3961	3961
2246	1	1	1	1	0.2473081188306334	-194.30670669214	0.9989949748743718	19.03549244684346	C20H30O10	[M + Na]+	DEMOTKDPXQJWDS	InChI=1S/C20H30O10/c1-3-5-6-26-14-7-11-10(4-2)19(27-9-12(11)18(25)29-14)30-20-17(24)16(23)15(22)13(8-21)28-20/h4,9-11,13-17,19-24H,2-3,5-8H2,1H3	null	CCCCOC1CC2C(C(OC=C2C(=O)O1)OC3C(C(C(C(O3)CO)O)O)O)C=C	0.300000012	101687692;102303073;102303074;102403100;102403102	COCONUT:(CNP0274119);Natural Products:(UNPD210539);PubChem:(101687692 102303073 102303074 102403100 102403102);SuperNatural:(SN00161704)	3178498	453.17315673828125	219.238566	1693_fibl_pilot_pos_sirius_1849	1849
2247	1	1	2	2	0.24720440711488853	-254.22317356135224	0.9999999999999999	54.27051189227844	C18H27NO6	[M - H2O + H]+	VREQORRYSHBFFY	InChI=1S/C18H27NO6/c1-13(2)16(20)23-10-7-19(8-11-24-17(21)14(3)4)9-12-25-18(22)15(5)6/h1,3,5,7-12H2,2,4,6H3	Triethanolamintrimethylakrylat	CC(=C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C	2.79999995	166943	PubChem:(166943);PubChem class - safety and toxic	67108866	336.1805114746094	318.997086	5282_fibl_pilot_pos_sirius_5566	5566
2248	1	1	2	2	0.24719164650302827	-116.58124648001464	0.9999999999999999	43.762942992208124	C17H26O5	[M - H2O + H]+	AOTRKUOCGUXQCY	InChI=1S/C17H26O5/c1-2-3-4-5-6-7-8-9-10-22-17(21)13-11-14(18)16(20)15(19)12-13/h11-12,18-20H,2-10H2,1H3	Decyl gallate	CCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	4.48644733	87956	NORMAN:(NS00026260);PubChem:(87956);PubMed	262210	293.17474365234375	335.553984	4065_fibl_pilot_pos_sirius_4332	4332
2249	1	1	2	2	0.24699060406587456	-82.09193747487312	0.9999999999999999	125.15286118240881	C22H32O3	[M - H2O + H]+	BZOKWUURHSTMML	InChI=1S/C22H32O3/c1-14(23)25-13-16-5-7-19-18-6-4-15-12-17(24)8-10-21(15,2)20(18)9-11-22(16,19)3/h12,16,18-20H,4-11,13H2,1-3H3	17|A-(hydroxymethyl)androst-4-en-3-one acetate	CC(=O)OCC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	4.48581839	252817;3890170;69789235;69789237	COCONUT:(CNP0374792);KEGG:(C15064);PubChem:(252817 3890170 69789235 69789237);SuperNatural:(SN00214819);CHEBI:(79584)	3146018	327.23162841796875	439.053	4372_fibl_pilot_pos_sirius_4642	4642
2250	1	1	2	5	0.24682119111381734	-136.8178320808847	0.9386934673366834	90.12600886351356	C33H45NO11	[M - H2O + H]+	WFNPHSOMYFAOCV	InChI=1S/C33H45NO11/c1-6-34-14-30(15-41-3)19(36)12-20(42-4)32-18-13-31(40)26(37)27(38)33(45-16(2)35,22(25(32)34)23(43-5)24(30)32)21(18)28(31)44-29(39)17-10-8-7-9-11-17/h7-11,18-28,36-38,40H,6,12-15H2,1-5H3	null	CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)O)O)OC(=O)C)OC)OC)O)COC	-0.300000012	102147495	COCONUT:(CNP0292542);MeSH:(102147495);PubChem:(102147495);PubMed	2097222	614.2957153320312	456.540108	408_fibl_pilot_pos_sirius_448	448
2251	1	1	2	2	0.24680035360329333	-9.941142913247798	0.9999999999999999	71.51566286940312	C10H10O4	[M - H2O + H]+	QURCVMIEKCOAJU	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	bmse000618	COC1=C(C=C(C=C1)C=CC(=O)O)O	1.3799032	1549043;92126;736186;54706233;54721279;54733733;71749120;131705614	HMDB:(955 131137);SuperNatural:(SN00335980 SN00001173);ZINC bio:(ZINC00156055 ZINC06007141);additional;MeSH:(736186 1549043);PubMed;NORMAN:(NS00014666);COCONUT:(CNP0061978 CNP0283368);KNApSAcK:(2752);Natural Products:(UNPD226810 UNPD139106);PubChem:(1549043 92126 736186 54706233 54721279 54733733 71749120 131705614);YMDB Mine;CHEBI:(27794);PubChem class - bio and metabolites;KEGG:(C10470);PubChem class - safety and toxic;Training Set	34447614334	177.0546875	220.64847600000002	655_fibl_pilot_pos_sirius_715	715
2252	1	1	1	1	0.24641613657034664	-160.00713674640267	0.9999999999999999	56.14337490997524	C30H54NO7P	[M + Na]+	ZOJBSSVHFSBHMP	InChI=1S/C30H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,29,32H,5-8,11,14,17,20-28H2,1-4H3/p+1	Lysophosphatidylcholine(22:4)	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.9000001	52924039;52924040;134784906;134784907	COCONUT:(CNP0002038);HMDB:(10401);PubChem:(52924039 52924040 134784906 134784907);YMDB Mine;CHEBI:(133657)	34361835562	594.3519287109375	479.150136	1988_fibl_pilot_pos_sirius_2166	2166
2253	1	1	2	2	0.24640791751539667	-46.34289975512162	0.9999999999999999	67.95803438769751	C29H50O3	[M - H2O + H]+	URYLCCKXLNXSRS	InChI=1S/C29H50O3/c1-20(13-9-14-22(3)19-30)11-8-12-21(2)15-10-17-29(7)18-16-26-25(6)27(31)23(4)24(5)28(26)32-29/h20-22,30-31H,8-19H2,1-7H3	13''-OH-alpha-tocopherol	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)CO)C(=C1O)C)C	9.30000019	45479210;53481465	COCONUT:(CNP0317245);HMDB:(12559);PubChem:(45479210 53481465);CHEBI:(84962);PubChem class - bio and metabolites;Plantcyc:(CPD-11960);PubMed;Biocyc:(CPD-11960);KEGG Mine	8608942186	429.3731384277344	692.16144	3490_fibl_pilot_pos_sirius_3738	3738
2254	1	1	1	1	0.24614997654297832	-7.541435487169995	0.9999999999999999	5058.621547652538	C25H44NO7P	[M + H]+	ROPRRXYVXLDXQO	InChI=1S/C25H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,12-13,15-16,24,27H,2-5,8,11,14,17-23,26H2,1H3,(H,29,30)	LPE(20:4omega6/0:0)	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCCN)O	1.5	42607465;134764577	COCONUT:(CNP0147210);HMDB:(11517);PubChem:(42607465 134764577);CHEBI:(64395);additional;PubChem class - bio and metabolites;Training Set;Lipid:(LPE(20:4))	4314382378	502.2933044433594	447.01761	4081_fibl_pilot_pos_sirius_4349	4349
2255	1	1	1	1	0.24610550333637501	-317.20633087455803	0.0	41.90558223635694	C17H24N4O2S2	[M + H]+	OUSFTKFNBAZUKL	InChI=1S/C17H24N4O2S2/c1-17(2,3)12-8-19-13(23-12)10-24-14-9-20-16(25-14)21-15(22)11-4-6-18-7-5-11/h8-9,11,18H,4-7,10H2,1-3H3,(H,20,21,22)	Kinome_3820	CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3	3.0	3025986	COCONUT:(CNP0020597);PubChem:(3025986);CHEBI:(91399);PubChem class - bio and metabolites;MeSH:(3025986);Training Set;PubMed;PubChem class - drug	52445286	381.14007568359375	138.040518	2436_fibl_pilot_pos_sirius_2637	2637
2256	1	1	2	2	0.24585904815632562	-9.705139767553739	0.9999999999999999	165.89970342261768	C16H28O2	[M + H]+	PUZGUNYANHPRKM	InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)	15-Hexadecynoic acid	C#CCCCCCCCCCCCCCC(=O)O	5.660429	127256	COCONUT:(CNP0346646);PubChem:(127256);additional;MeSH:(127256);Training Set;PubMed;KEGG Mine	8592572486	253.21617126464844	309.160818	4464_fibl_pilot_pos_sirius_4737	4737
2257	1	1	2	2	0.24574449127027942	-335.28668214652583	0.9899497487437185	69.59066739897541	C18H25N5O6	[M - H2O + H]+	YFTJOYZLYVUUOD	InChI=1S/C18H25N5O6/c19-18-22-15-11(16(27)23-18)9-10(20-15)5-3-1-2-4-6-13(24)21-12(17(28)29)7-8-14(25)26/h9,12H,1-8H2,(H,21,24)(H,25,26)(H,28,29)(H4,19,20,22,23,27)	null	C1=C(NC2=C1C(=O)NC(=N2)N)CCCCCCC(=O)NC(CCC(=O)O)C(=O)O	0.100000001	135567032	PubChem:(135567032);PubMed;PubChem class - bio and metabolites	16777282	390.1761932373047	185.962716	939_fibl_pilot_pos_sirius_1029	1029
2258	1	1	2	2	0.24571132827562508	-99.56435700860023	0.9999999999999999	35.69523701179753	C9H11NO3	[M + H]+	WSLZRANFLVSYSP	InChI=1S/C9H11NO3/c1-6(11)10-8-4-3-7(12)5-9(8)13-2/h3-5,12H,1-2H3,(H,10,11)	Acetamide, N-(4-hydroxy-2-methoxyphenyl)-	CC(=O)NC1=C(C=C(C=C1)O)OC	0.884626389	68646525	COCONUT:(CNP0303922);Natural Products:(UNPD60521);PubChem:(68646525);SuperNatural:(SN00228403)	3178498	182.08132934570312	142.13118	63_fibl_pilot_pos_sirius_71	71
2259	1	1	2	2	0.24565959408400173	-38.41100485212265	0.9999999999999999	100.72428128813476	C19H34O9	[M - H2O + H]+	XZRJEYQBLXDNNU	InChI=1S/C19H34O9/c1-10(27-16-15(24)14(23)13(22)12(9-20)28-16)5-6-19(26)17(2,3)7-11(21)8-18(19,4)25/h5-6,10-16,20-26H,7-9H2,1-4H3	Bridelionoside B	CC(C=CC1(C(CC(CC1(C)O)O)(C)C)O)OC2C(C(C(C(O2)CO)O)O)O	-1.5	6325609;11188960;23304494;53326026;71694406;95789829;95789830;95789831;95789832;91827066;101805524;101426791;101426792;101945202;124905283;124905284;124905285	COCONUT:(CNP0185784);KNApSAcK:(29857);Natural Products:(UNPD1602 UNPD195350 UNPD113104 UNPD176160 UNPD148969 UNPD147422);PubChem:(6325609 11188960 23304494 53326026 71694406 95789829 95789830 95789831 95789832 91827066 101805524 101426791 101426792 101945202 124905283 124905284 124905285);SuperNatural:(SN00041428 SN00041425 SN00388883 SN00394826 SN00233488 SN00239667 SN00041426 SN00298014 SN00041427);ZINC bio:(ZINC72319866 ZINC72319867 ZINC72319868 ZINC72319869);Training Set;PubMed	3203154	389.216796875	149.707074	633_fibl_pilot_pos_sirius_692	692
2260	1	1	2	3	0.24536336328132569	-70.37661778129737	0.9432160804020102	41.76303056687202	C29H32O16	[M + H]+	RVQHAYGFBOZFPZ	InChI=1S/C29H32O16/c1-11(31)40-10-20-23(35)25(37)27(39)29(45-20)42-14-6-15(32)21-16(33)8-17(43-18(21)7-14)12-2-4-13(5-3-12)41-28-26(38)24(36)22(34)19(9-30)44-28/h2-8,19-20,22-30,32,34-39H,9-10H2,1H3	Apigenin 7-(6''''-acetylalloside)-4''-alloside	CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O	-0.899999976	21721986;44257843	COCONUT:(CNP0295850);KNApSAcK:(4194);Natural Products:(UNPD101667 UNPD159587);PubChem:(21721986 44257843);SuperNatural:(SN00391464 SN00225218)	3178514	637.1764526367188	214.952442	2009_fibl_pilot_pos_sirius_2189	2189
2261	1	1	1	2	0.2452796026980252	-411.49782814015293	0.9999999999999999	83.56432089057695	C21H37NO14	[M + H]+	PUSKFJYWJYCNJL	InChI=1S/C21H37NO14/c1-7-13(27)15(29)16(30)21(32-7)36-18-12(22-8(2)25)19(31-3)34-11(6-24)17(18)35-20-14(28)10(26)4-9(5-23)33-20/h7,9-21,23-24,26-30H,4-6H2,1-3H3,(H,22,25)	null	CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(CC(O3)CO)O)O)CO)OC)NC(=O)C)O)O)O	-4.9000001	86289157	PubChem:(86289157);CHEBI:(77192)	34	528.228271484375	212.244384	3473_fibl_pilot_pos_sirius_3721	3721
