#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
347	spectra_filtered.mgf	*..*		:223	5597	-1	0	233.149	1	0.958516	0	0	3146420.0	401400.0	Spectral Match to Thr-Leu from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf347	-1	GNPS-NIST14-MATCHES.mgf	2.15973				8	0	0.00050354	233.15	0	CCMSLIB00003140084
4463	spectra_filtered.mgf	*..*		:40623	40623	-1	0	642.239	1	0.957233	0	0	205.193	2104100.0	Acteoside [M+NH4]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf4463	-1	MSNLIB-POSITIVE.mgf	0.095035				11	0	6.10352e-05	642.239	0	CCMSLIB00012349072
1085	spectra_filtered.mgf	*..*		:2255	326	-1	0	279.231	1	0.957019	0	0	1008200.0	490000.0	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1085	-1	GNPS-NIST14-MATCHES.mgf	3.27875				11	0	0.000915527	279.232	0	CCMSLIB00003134812
2617	spectra_filtered.mgf	*..*		:7163	6265	-1	0	203.15	1	0.956945	0	0	169.014	420400.0	N,N-dimethylarginine [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2617	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.50222				6	0	0.000305176	203.15	0	CCMSLIB00012254034
4109	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.956503	0	0	4910150.0	1379400.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf4109	-1	BERKELEY-LAB.mgf	0.957981				6	0	0.000198364	207.065	0	CCMSLIB00010113342
2567	spectra_filtered.mgf	*..*		:1555	50796	-1	0	377.146	1	0.956271	0	0	154.3	551200.0	RIBOFLAVIN M+H	MONA	temp/spectra_filtered.mgf2567	-1	MONA.mgf	2.67027				12	0	0.00100708	377.145	0	CCMSLIB00006679825
5002	spectra_filtered.mgf	*..*		:14301	14747	-1	0	400.342	1	0.95623	0	0	16240000.0	287800.0	palmitoyl carnitine CollisionEnergy:205060 M	BERKELEY-LAB	temp/spectra_filtered.mgf5002	-1	BERKELEY-LAB.mgf	0.990974				7	0	0.000396729	400.342	0	CCMSLIB00010116735
5044	spectra_filtered.mgf	*..*		:3997	4588	-1	0	524.367	1	0.95622	0	0	2611660.0	3252200.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5044	-1	GNPS-NIST14-MATCHES.mgf	7.79865				9	0	0.00408936	524.371	0	CCMSLIB00003139075
5501	spectra_filtered.mgf	*..*		:3698	14177	-1	0	609.182	1	0.955949	0	0	305634000.0	1406600.0	Diosmin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf5501	-1	GNPS-LIBRARY.mgf	1.80346				7	0	0.00109863	609.181	0	CCMSLIB00012176442
2261	spectra_filtered.mgf	*..*		:676	3307	-1	0	191.118	1	0.955056	0	0	129569000.0	625000.0	alline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2261	-1	GNPS-LIBRARY.mgf	1.03792				6	0	0.000198364	191.118	0	CCMSLIB00003740006
5487	spectra_filtered.mgf	*..*		:41792	41792	-1	0	238.093	1	0.954754	0	0	148.237	237100.0	22150-76-1 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf5487	-1	MSNLIB-POSITIVE.mgf	0.833138				6	0	0.000198364	238.093	0	CCMSLIB00012351440
2034	spectra_filtered.mgf	*..*		:10348	10348	-1	0	231.138	1	0.954642	0	0	259.244	303300.0	MoNA:3475533 Dehydrocostus lactone M+H	MONA	temp/spectra_filtered.mgf2034	-1	MONA.mgf	0.462111				10	0	0.000106812	231.138	0	CCMSLIB00000573097
4563	spectra_filtered.mgf	*..*		:2776	2776	-1	0	284.099	1	0.954018	0	0	620683000.0	1388100.0	Guanosine - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf4563	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	0.0				6	0	0.0	284.099	0	CCMSLIB00006117313
4564	spectra_filtered.mgf	*..*		:2976	2976	-1	0	152.071	1	0.953811	0	0	972652.0	802800.0	Massbank:EA024310 Paracetamol|Acetaminophen|N-(4-hydroxyphenyl)acetamide [M+H]+	MASSBANK	temp/spectra_filtered.mgf4564	-1	MASSBANK.mgf	2.0068				6	0	0.000305176	152.071	0	CCMSLIB00000207717
933	spectra_filtered.mgf	*..*		:3689	1915	-1	0	277.216	1	0.953718	0	0	762297.0	246100.0	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf933	-1	GNPS-NIST14-MATCHES.mgf	1.76137				9	0	0.000488281	277.216	0	CCMSLIB00003136402
3940	spectra_filtered.mgf	*..*		:79	3227	-1	0	138.055	1	0.953456	0	0	135985000.0	4943000.0	Trigonelline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3940	-1	GNPS-LIBRARY.mgf	0.773688				6	0	0.000106812	138.055	0	CCMSLIB00003142437
5071	spectra_filtered.mgf	*..*		:12848	5283	-1	0	153.127	1	0.953346	0	0	51251.4	744000.0	Spectral Match to Limonene-1,2-epoxide from METLIN M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5071	-1	GNPS-NIST14-MATCHES.mgf	3.88627				6	0	0.000595093	153.128	0	CCMSLIB00003139770
5273	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.952049	0	0	4910150.0	1029200.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf5273	-1	BERKELEY-LAB.mgf	0.957981				7	0	0.000198364	207.065	0	CCMSLIB00010113342
3217	spectra_filtered.mgf	*..*		:12848	5283	-1	0	153.127	1	0.952036	0	0	51251.4	6660000.0	Spectral Match to Limonene-1,2-epoxide from METLIN M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3217	-1	GNPS-NIST14-MATCHES.mgf	3.88627				6	0	0.000595093	153.128	0	CCMSLIB00003139770
1186	spectra_filtered.mgf	*..*		:23594	23594	-1	0	303.05	1	0.952011	0	0	2609.0	182600.0	Quercetin [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf1186	-1	BMDMS-NP.mgf	0.604209				13	0	0.000183105	303.05	0	CCMSLIB00006377894
1943	spectra_filtered.mgf	*..*		:6625	6625	-1	0	205.195	1	0.951891	0	0	44892700.0	181800.0	()-alpha-Bisabolol - 40.0 eV Unknown	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf1943	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	0.966711				6	0	0.000198364	205.195	0	CCMSLIB00006123930
4442	spectra_filtered.mgf	*..*		:237	6657	-1	0	442.265	1	0.951452	0	0	546600.0	329800.0	NCGC00384922-01!(2R,3R,4S,5S,6R)-2-octoxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol [IIN-based: Match] [M+NH4]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf4442	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	1.17305				13	0	0.000518799	442.264	0	CCMSLIB00005721953
3620	spectra_filtered.mgf	*..*		:639	49880	-1	0	175.119	1	0.951259	0	0	313.8	1424000.0	ARGININE M+H	MONA	temp/spectra_filtered.mgf3620	-1	MONA.mgf	64.5662				8	0	0.0113068	175.108	0	CCMSLIB00006678909
5471	spectra_filtered.mgf	*..*		:3788	5358	-1	0	482.36	1	0.951017	0	0	27972900.0	7804000.0	Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5471	-1	GNPS-NIST14-MATCHES.mgf	2.34089				6	0	0.00112915	482.361	0	CCMSLIB00003139845
1802	spectra_filtered.mgf	*..*		:2255	326	-1	0	279.231	1	0.950834	0	0	1008200.0	414900.0	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1802	-1	GNPS-NIST14-MATCHES.mgf	3.27875				10	0	0.000915527	279.232	0	CCMSLIB00003134812
2036	spectra_filtered.mgf	*..*		:7206	7206	-1	0	449.108	1	0.950467	0	0	107.77	1757200.0	Rhodionin [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2036	-1	MSNLIB-POSITIVE.mgf	1.08722				6	0	0.000488281	449.108	0	CCMSLIB00012281507
1272	spectra_filtered.mgf	*..*		:1858	3903	-1	0	760.586	1	0.950364	0	0	15161200.0	408200.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1272	-1	GNPS-NIST14-MATCHES.mgf	4.97535				6	0	0.00378418	760.582	0	CCMSLIB00003138390
1842	spectra_filtered.mgf	*..*		:1186	46226	-1	0	625.176	1	0.949217	0	0	140.16	725400.0	5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf1842	-1	MONA.mgf	1.17155				10	0	0.000732422	625.175	0	CCMSLIB00004718826
776	spectra_filtered.mgf	*..*		:51234	51234	-1	0	289.07	1	0.949195	0	0	2248.0	439000.0	Dihydroluteolin [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf776	-1	BMDMS-NP.mgf	0.0				10	0	0.0	289.07	0	CCMSLIB00006405534
460	spectra_filtered.mgf	*..*		:262	4591	-1	0	219.134	1	0.948979	0	0	26790900.0	424600.0	Spectral Match to Ser-Leu from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf460	-1	GNPS-NIST14-MATCHES.mgf	0.0				7	0	0.0	219.134	0	CCMSLIB00003139078
2559	spectra_filtered.mgf	*..*		:4025	2274	-1	0	277.216	1	0.94877	0	0	2754480.0	82400.0	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2559	-1	GNPS-NIST14-MATCHES.mgf	1.43112				8	0	0.000396729	277.216	0	CCMSLIB00003136761
4951	spectra_filtered.mgf	*..*		:12633	24632	-1	0	225.076	1	0.948729	0	0	292470.0	932300.0	Massbank:RP017402 Sinapic acid|3,5-dimethoxy-4-hydroxycinnamic acid|3-(4-hydroxy-3,5-dimethoxy-phenyl)prop-2-enoic acid M+H	MASSBANK	temp/spectra_filtered.mgf4951	-1	MASSBANK.mgf	1.76264				7	0	0.000396729	225.076	0	CCMSLIB00005738184
5405	spectra_filtered.mgf	*..*		:86253	86253	-1	0	595.166	1	0.94865	0	0	134.651	5077000.0	CHEMBL1929193 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf5405	-1	MSNLIB-POSITIVE.mgf	0.71786				8	0	0.000427246	595.166	0	CCMSLIB00012437505
3685	spectra_filtered.mgf	*..*		:4719	5011	-1	0	284.3	1	0.948489	0	0	6162870.0	122500.0	Spectral Match to Octadecanamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3685	-1	GNPS-NIST14-MATCHES.mgf	18.2483				7	0	0.00518799	284.295	0	CCMSLIB00003139498
5443	spectra_filtered.mgf	*..*		:99717	99717	-1	0	433.134	1	0.948021	0	0	122.976	1532200.0	Licoagroside B [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf5443	-1	MSNLIB-POSITIVE.mgf	0.211373				8	0	9.15527e-05	433.134	0	CCMSLIB00012450969
5064	spectra_filtered.mgf	*..*		:142	5035	-1	0	198.097	1	0.947968	0	0	424269.0	1990000.0	Spectral Match to .beta.-D-Glucose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5064	-1	GNPS-NIST14-MATCHES.mgf	1.54054				8	0	0.000305176	198.097	0	CCMSLIB00003139522
249	spectra_filtered.mgf	*..*		:1028	13027	-1	0	343.296	1	0.947211	0	0	117732.0	306200.0	Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium M	MASSBANK	temp/spectra_filtered.mgf249	-1	MASSBANK.mgf	1.15565				6	0	0.000396729	343.296	0	CCMSLIB00005726579
1847	spectra_filtered.mgf	*..*		:8313	8759	-1	0	566.382	1	0.946865	0	0	177952000.0	515400.0	AC1NSO0W CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1847	-1	BERKELEY-LAB.mgf	0.538816				6	0	0.000305176	566.382	0	CCMSLIB00010110747
4595	spectra_filtered.mgf	*..*		:247	45161	-1	0	493.134	1	0.946332	0	0	108.415	1328100.0	7-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf4595	-1	MONA.mgf	0.0				9	0	0.0	493.134	0	CCMSLIB00004717761
4677	spectra_filtered.mgf	*..*		:8020	26483	-1	0	434.202	1	0.946284	0	0	433.97	6139000.0	(2S,3R,4S,5R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(2-phenylethoxy)oxan-3-yl]oxyoxane-3,4,5-triol [M+NH4]+	MONA	temp/spectra_filtered.mgf4677	-1	MONA.mgf	2.10853				13	0	0.000915527	434.203	0	CCMSLIB00004699083
2679	spectra_filtered.mgf	*..*		:2601	219	-1	0	524.371	1	0.946173	0	0	3866440.0	772400.0	Spectral Match to PAF C-16 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2679	-1	GNPS-NIST14-MATCHES.mgf	0.581985				6	0	0.000305176	524.371	0	CCMSLIB00003134705
1741	spectra_filtered.mgf	*..*		:88139	88139	-1	0	667.187	1	0.94612	0	0	109.273	1921500.0	7-[2-O-(6-O-Acetyl-beta-D-allopyranosyl)-beta-D-glucopyranosyloxy]-5,8-dihydroxy-4'-methoxyflavone [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1741	-1	MSNLIB-POSITIVE.mgf	1.92111				7	0	0.00128174	667.186	0	CCMSLIB00012439391
5598	spectra_filtered.mgf	*..*		:19287	16774	-1	0	499.124	1	0.945896	0	0	151.831	617300.0	19870-46-3 [M-H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf5598	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.611423				6	0	0.000305176	499.124	0	CCMSLIB00012271087
83	spectra_filtered.mgf	*..*		:7429	25892	-1	0	466.265	1	0.945851	0	0	218.511	507600.0	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol [M+NH4]+	MONA	temp/spectra_filtered.mgf83	-1	MONA.mgf	0.458158				12	0	0.000213623	466.265	0	CCMSLIB00004698492
1382	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.945528	0	0	2883830.0	1849400.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1382	-1	GNPS-NIST14-MATCHES.mgf	42.7572				6	0	0.0319214	746.606	0	CCMSLIB00003137838
1715	spectra_filtered.mgf	*..*		:57701	57701	-1	0	273.08	1	0.945443	0	0	1947.0	1706200.0	5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf1715	-1	BMDMS-NP.mgf	15.6455				10	0	0.00427246	273.076	0	CCMSLIB00006412001
2057	spectra_filtered.mgf	*..*		:3876	283	-1	0	510.356	1	0.944963	0	0	1629340.0	1360400.0	Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2057	-1	GNPS-NIST14-MATCHES.mgf	0.35878				9	0	0.000183105	510.356	0	CCMSLIB00003134769
3874	spectra_filtered.mgf	*..*		:471	455	-1	0	337.091	1	0.944603	0	0	1745560.0	828600.0	Chlorogenic acid M-H2O+H	LEAFBOT	temp/spectra_filtered.mgf3874	-1	LEAFBOT.mgf	0.0				7	0	0.0	337.091	0	CCMSLIB00011428712
5256	spectra_filtered.mgf	*..*		:1138	46169	-1	0	595.166	1	0.944557	0	0	136.964	459300.0	3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf5256	-1	MONA.mgf	0.820412				6	0	0.000488281	595.166	0	CCMSLIB00004718769
1100	spectra_filtered.mgf	*..*		:84774	84774	-1	0	481.098	1	0.944287	0	0	115.12	3322800.0	Myricetin 3-O-galactoside [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1100	-1	MSNLIB-POSITIVE.mgf	0.824631				10	0	0.000396729	481.098	0	CCMSLIB00012436026
2982	spectra_filtered.mgf	*..*		:61965	61965	-1	0	303.05	1	0.943967	0	0	2727.0	1225700.0	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf2982	-1	BMDMS-NP.mgf	0.604209				14	0	0.000183105	303.05	0	CCMSLIB00006416265
2863	spectra_filtered.mgf	*..*		:61965	61965	-1	0	303.05	1	0.943967	0	0	2727.0	1225700.0	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf2863	-1	BMDMS-NP.mgf	0.402806				14	0	0.00012207	303.05	0	CCMSLIB00006416265
3994	spectra_filtered.mgf	*..*		:2570	3583	-1	0	322.273	1	0.943078	0	0	937439.0	423800.0	Spectral Match to .alpha.-Linolenoyl ethanolamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3994	-1	GNPS-NIST14-MATCHES.mgf	3.40901				11	0	0.00109863	322.274	0	CCMSLIB00003138070
687	spectra_filtered.mgf	*..*		:1153	521	-1	0	193.05	1	0.942832	0	0	1350610.0	595800.0	Spectral Match to 6-Hydroxy-7-methoxycoumarin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf687	-1	GNPS-NIST14-MATCHES.mgf	3.16162				6	0	0.000610352	193.049	0	CCMSLIB00003135007
5101	spectra_filtered.mgf	*..*		:29916	29916	-1	0	382.129	1	0.942563	0	0	109.354	887900.0	(6S)-6-[[(5R)-5,6,7,8-Tetrahydro-6,6-dimethyl-1,3-dioxolo[4,5-g]isoquinolin-6-ium]-5alpha-yl]furo[3,4-e]-1,3-benzodioxol-8(6H)-one [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf5101	-1	MSNLIB-POSITIVE.mgf	0.239586				8	0	9.15527e-05	382.129	0	CCMSLIB00012327538
5018	spectra_filtered.mgf	*..*		:2382	2297	-1	0	480.344	1	0.94227	0	0	284621.0	8592000.0	Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5018	-1	GNPS-NIST14-MATCHES.mgf	2.92251				6	0	0.00140381	480.345	0	CCMSLIB00003136784
349	spectra_filtered.mgf	*..*		:9710	8401	-1	0	459.301	1	0.9416	0	0	236.873	235100.0	Betacain [2M-2H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf349	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	3.72084				6	0	0.00170898	459.303	0	CCMSLIB00012259847
4924	spectra_filtered.mgf	*..*		:534	2789	-1	0	152.054	1	0.941425	0	0	1485680.0	238200.0	Spectral Match to Guanine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4924	-1	GNPS-NIST14-MATCHES.mgf	17.7621				6	0	0.00270081	152.057	0	CCMSLIB00003137276
961	spectra_filtered.mgf	*..*		:30121	30121	-1	0	617.114	1	0.940796	0	0	342.033	3867500.0	53209-27-1 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf961	-1	MSNLIB-POSITIVE.mgf	2.2748				13	0	0.00140381	617.113	0	CCMSLIB00012327952
4676	spectra_filtered.mgf	*..*		:1144	7577	-1	0	693.291	1	0.939994	0	0	16623400.0	965500.0	8-hydroxy-3,6,9-trimethylidene-2-oxo-dodecahydroazuleno[4,5-b]furan-4-yl 2-(hydroxymethyl)prop-2-enoate 2M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4676	-1	GNPS-LIBRARY.mgf	0.440184				11	0	0.000305176	693.291	0	CCMSLIB00005725089
2737	spectra_filtered.mgf	*..*		:20760	3780	-1	0	371.316	1	0.939914	0	0	549882000.0	449000.0	Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2737	-1	GNPS-NIST14-MATCHES.mgf	0.575313				8	0	0.000213623	371.316	0	CCMSLIB00003138267
1682	spectra_filtered.mgf	*..*		:2115	47314	-1	0	273.076	1	0.939683	0	0	170.848	223400.0	naringenin [M+H]+	MONA	temp/spectra_filtered.mgf1682	-1	MONA.mgf	0.670529				6	0	0.000183105	273.076	0	CCMSLIB00004719914
4107	spectra_filtered.mgf	*..*		:732	49973	-1	0	316.248	1	0.939477	0	0	133.5	239100.0	DECANOYLCARNITINE M+H	MONA	temp/spectra_filtered.mgf4107	-1	MONA.mgf	1.35098				6	0	0.000427246	316.248	0	CCMSLIB00006679002
3409	spectra_filtered.mgf	*..*		:42229	54227	-1	0	233.154	1	0.93929	0	0	607210.0	1678000.0	Massbank:NA002717 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one M+H	MASSBANK	temp/spectra_filtered.mgf3409	-1	MASSBANK.mgf	1.76702				12	0	0.000411987	233.154	0	CCMSLIB00005767780
1128	spectra_filtered.mgf	*..*		:9897	10343	-1	0	449.108	1	0.938932	0	0	9343710.0	767600.0	Isoorientin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1128	-1	BERKELEY-LAB.mgf	0.88337				15	0	0.000396729	449.108	0	CCMSLIB00010112331
4462	spectra_filtered.mgf	*..*		:15	1261	-1	0	409.187	1	0.93891	0	0	182.051	303600.0	L-tryptophan [2M+H]+	CMMC-LIBRARY	temp/spectra_filtered.mgf4462	-1	CMMC-LIBRARY.mgf	0.969553				6	0	0.000396729	409.187	0	CCMSLIB00012472275
5245	spectra_filtered.mgf	*..*		:11086	29549	-1	0	318.155	1	0.938669	0	0	297.609	1472900.0	Salidroside [M+NH4]+	MONA	temp/spectra_filtered.mgf5245	-1	MONA.mgf	1.53473				12	0	0.000488281	318.155	0	CCMSLIB00004702149
3999	spectra_filtered.mgf	*..*		:89221	89221	-1	0	324.12	1	0.938514	0	0	1707.0	426100.0	Tetrahydrocoptisine [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf3999	-1	BMDMS-NP.mgf	8.37981				6	0	0.00271606	324.123	0	CCMSLIB00006443521
3995	spectra_filtered.mgf	*..*		:5160	7186	-1	0	314.139	1	0.937123	0	0	802700.0	549100.0	NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match] [M+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf3995	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.29144				6	0	9.15527e-05	314.139	0	CCMSLIB00005722482
3690	spectra_filtered.mgf	*..*		:3975	5202	-1	0	454.293	1	0.937056	0	0	5025040.0	406900.0	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3690	-1	GNPS-NIST14-MATCHES.mgf	0.470232				11	0	0.000213623	454.293	0	CCMSLIB00003139689
978	spectra_filtered.mgf	*..*		:20453	20453	-1	0	522.203	1	0.935845	0	0	367.222	1167200.0	Melezitose [M+NH4]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf978	-1	MSNLIB-POSITIVE.mgf	0.818161				12	0	0.000427246	522.203	0	CCMSLIB00012307404
708	spectra_filtered.mgf	*..*		:142	49383	-1	0	146.165	1	0.935739	0	0	156.5	1261000.0	SPERMIDINE M+H	MONA	temp/spectra_filtered.mgf708	-1	MONA.mgf	2.08789				6	0	0.000305176	146.165	0	CCMSLIB00006678412
1581	spectra_filtered.mgf	*..*		:142	49383	-1	0	146.165	1	0.935739	0	0	156.5	1261000.0	SPERMIDINE M+H	MONA	temp/spectra_filtered.mgf1581	-1	MONA.mgf	2.08789				6	0	0.000305176	146.165	0	CCMSLIB00006678412
599	spectra_filtered.mgf	*..*		:10625	11071	-1	0	451.124	1	0.935465	0	0	1409380.0	675100.0	CHEMBL1602917 CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf599	-1	BERKELEY-LAB.mgf	2.43532				7	0	0.00109863	451.123	0	CCMSLIB00010113059
2224	spectra_filtered.mgf	*..*		:41870	41870	-1	0	204.123	1	0.935018	0	0	144.34	138300.0	O-acetylcarnitinium [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2224	-1	MSNLIB-POSITIVE.mgf	290.041				6	0	0.0592041	204.064	0	CCMSLIB00012351596
1850	spectra_filtered.mgf	*..*		:67013	67013	-1	0	209.04	1	0.934631	0	0	2181.0	889000.0	Fraxetin [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf1850	-1	BMDMS-NP.mgf	23.9422				7	0	0.00500488	209.045	0	CCMSLIB00006421313
