feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
2396	1.0	0.6516656	ISDB	http://www.wikidata.org/entity/Q105265307	TVHWZFSMYZPWDT-OCCSQVGLSA-N	InChI=1S/C14H16O2/c1-9(2)12-7-13-10(6-14(12)16)4-3-5-11(13)8-15/h3-5,8,12,14,16H,1,6-7H2,2H3/t12-,14+/m1/s1	C=C(C)[C@H]1Cc2c(C=O)cccc2C[C@@H]1O	C14H16O2	nan	216.115029752	(6S,7R)-6-hydroxy-7-prop-1-en-2-yl-5,6,7,8-tetrahydronaphthalene-1-carbaldehyde	TVHWZFSMYZPWDT	Terpenoids	Sesquiterpenoids	Noreudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q4098407	Ligularia przewalskii	619955.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Senecioneae']	['Ligularia']	['Ligularia przewalskii']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	nan	nan	nan	6	2	9.606662511825562	1	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714
2399	1.0	0.49489674	ISDB	http://www.wikidata.org/entity/Q105386150	ZYHGYHJVGNKOFF-LJQANCHMSA-N	InChI=1S/C24H20O6/c1-29-21-11-15(6-9-20(21)27)19-13-23(28)30-22-12-18(26)10-16(24(19)22)5-2-14-3-7-17(25)8-4-14/h2-12,19,25-27H,13H2,1H3/t19-/m1/s1	COc1cc([C@H]2CC(=O)Oc3cc(O)cc(C=Cc4ccc(O)cc4)c32)ccc1O	C24H20O6	nan	404.12598836	(4R)-7-hydroxy-4-(4-hydroxy-3-methoxyphenyl)-5-[2-(4-hydroxyphenyl)ethenyl]-3,4-dihydrochromen-2-one	ZYHGYHJVGNKOFF	Shikimates and Phenylpropanoids	Stilbenoids	Oligomeric stibenes	http://www.wikidata.org/entity/Q15239255	Smilax corbularia	628572.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Liliales']	['Smilacaceae']	['Unknown']	['Smilax']	['Smilax corbularia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.979586958885193	1	-1	nan	nan	nan	nan	nan	nan
240	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q420367	FBPFZTCFMRRESA-GUCUJZIJSA-N	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO	C6H14O6	pos_1_1proton	182.079038168	Galactitol	FBPFZTCFMRRESA	Carbohydrates	Saccharides	Monosaccharides	http://www.wikidata.org/entity/Q158319	Veronica hederifolia	502001.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']	['Veronica hederifolia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']	['Veronica hederifolia']	9	2	10.0	1	313	Carbohydrates	0.8571428571428571	Saccharides	0.7142857142857143	Disaccharides	0.42857142857142855
2406	12.0	0.4058838	ISDB	http://www.wikidata.org/entity/Q105230241	QYLKPOARSREGIU-PLRKCHECSA-N	InChI=1S/C28H24O17/c29-7-17-21(38)23(40)26(44-27(41)9-3-14(34)20(37)15(35)4-9)28(43-17)45-25-22(39)18-11(31)5-10(30)6-16(18)42-24(25)8-1-12(32)19(36)13(33)2-8/h1-6,17,21,23,26,28-38,40H,7H2/t17-,21+,23+,26-,28+/m1/s1	O=C(O[C@H]1[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)O[C@H](CO)[C@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1	C28H24O17	nan	632.101349308	3-(2-O-Galloyl-beta-D-galactopyranosyloxy)-3',4',5,5',7-pentahydroxyflavone	QYLKPOARSREGIU	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q110384222	Euphorbia lunulata	591090.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Euphorbieae']	['Euphorbia']	['Euphorbia lunulata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Euphorbieae']	['Euphorbia']	nan	8	1	10.12353515625	1	257	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	0.8	Simple phenolic acids	0.6
2407	1.0	0.79794663	ISDB	http://www.wikidata.org/entity/Q77571411	BXUVLPDAJOPHFD-MQEUWQHPSA-N	InChI=1S/C18H32O/c1-3-4-5-6-7-8-9-10-11-12-13-15-18(2)16-14-17-19/h7-8,11-12,17-18H,3-6,9-10,13-16H2,1-2H3/b8-7-,12-11-	CCCCC/C=C\CC/C=C\CCC(C)CCC=O	C18H32O	nan	264.245315644	4-Methyl-7,11-heptadecadienal	BXUVLPDAJOPHFD	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q104084128	Anthracocystis flocculosa	548806.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Ustilaginomycetes']	['Ustilaginales']	['Ustilaginaceae']	['Unknown']	['Pseudozyma']	['Pseudozyma flocculosa']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	3.691786527633667	1	614	Fatty acids	1.0	Fatty esters	0.5	Wax monoesters	0.5
2409	25.0	0.5977219	ISDB	http://www.wikidata.org/entity/Q105210998	PLKUTZNSKRWCCA-NQWUONRPSA-O	InChI=1S/C27H30O16/c1-8-18(32)21(35)23(37)26(40-8)39-7-17-20(34)22(36)24(38)27(43-17)42-16-6-11-12(29)4-10(28)5-15(11)41-25(16)9-2-13(30)19(33)14(31)3-9/h2-6,8,17-18,20-24,26-27,32,34-38H,7H2,1H3,(H4-,28,29,30,31,33)/p+1/t8-,17+,18-,20+,21-,22-,23-,24+,26+,27+/m0/s1	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@H]1O	C27H31O16+	nan	611.16066133209	(2R,3S,4S,5R,6S)-2-[[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromenylium-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol	PLKUTZNSKRWCCA	Shikimates and Phenylpropanoids	Flavonoids	Anthocyanidins	http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	2	12.39088749885559	1	29	Shikimates and Phenylpropanoids	0.5185185185185185	Flavonoids	0.48148148148148145	Flavonols	0.3333333333333333
242	2.0	0.8783006	ISDB	http://www.wikidata.org/entity/Q407857	IKGXIBQEEMLURG-NVPNHPEKSA-N	InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C27H30O16	nan	610.15338488	Rutin	IKGXIBQEEMLURG	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15483731	Calamagrostis gigas	3951648.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Poeae']	['Calamagrostis']	['Calamagrostis gigas']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	nan	nan	nan	nan	5	3	10.013202428817749	1	29	Shikimates and Phenylpropanoids	0.5185185185185185	Flavonoids	0.48148148148148145	Flavonols	0.3333333333333333
2424	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105223844	QLYUSONKBWKHRY-VRPMWHRCSA-N	InChI=1S/C15H26O4/c1-9-6-12(17)13(18)14(2)5-4-10(7-11(9)14)15(3,19)8-16/h10-13,16-19H,1,4-8H2,2-3H3/t10-,11+,12+,13-,14-,15+/m0/s1	C=C1C[C@@H](O)[C@H](O)[C@@]2(C)CC[C@H]([C@](C)(O)CO)C[C@H]12	C15H26O4	pos_1_minus1proton1magnesium	270.183109312	(1R,2R,4aR,6S,8aS)-6-[(2S)-1,2-dihydroxypropan-2-yl]-8a-methyl-4-methylidene-1,2,3,4a,5,6,7,8-octahydronaphthalene-1,2-diol	QLYUSONKBWKHRY	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q5769249	Solanum lyratum	693272.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lyratum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	nan	8	2	9.0	1	167	Terpenoids	0.6363636363636364	Sesquiterpenoids	0.6363636363636364	Polyamines	0.5454545454545454
2428	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104944929	BRNNTXYZAIPAFB-IVFQWYFZSA-N	InChI=1S/C24H34O11/c1-13(7-9-25)16(26)5-3-14(2)23(32)34-12-19-20(29)21(30)22(31)24(35-19)33-10-8-15-4-6-17(27)18(28)11-15/h3-4,6-7,11,16,19-22,24-31H,5,8-10,12H2,1-2H3/b13-7+,14-3+/t16-,19-,20-,21+,22-,24-/m1/s1	C/C(=C\C[C@@H](O)/C(C)=C/CO)C(=O)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O	C24H34O11	pos_1_1proton1ammonium	498.210111908	[(2R,3S,4S,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (2E,5R,6E)-5,8-dihydroxy-2,6-dimethylocta-2,6-dienoate	BRNNTXYZAIPAFB	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q3062191	Penstemon procerus	421339.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Cheloneae']	['Penstemon']	['Penstemon procerus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	nan	nan	nan	6	3	7.5	1	121	Terpenoids	0.16666666666666666	Steroids	0.16666666666666666	Acyclic monoterpenoids	0.16666666666666666
2429	22.0	0.32005605	ISDB	http://www.wikidata.org/entity/Q63393546	GPVDHNVGGIAOQT-UHFFFAOYSA-N	InChI=1S/C9H10O4/c1-12-6-3-4-7(9(10)11)8(5-6)13-2/h3-5H,1-2H3,(H,10,11)	COc1ccc(C(=O)O)c(OC)c1	C9H10O4	nan	182.0579088	2,4-Dimethoxybenzoic acid	GPVDHNVGGIAOQT	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q2141796	Salvia candidissima	582961.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Mentheae']	['Salvia']	['Salvia candidissima']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	nan	nan	nan	nan	5	3	7.7802242040634155	1	105	Shikimates and Phenylpropanoids	0.8666666666666667	Phenolic acids (C6-C1)	0.8	Simple phenolic acids	0.8
2435	42.0	0.40233254	ISDB	http://www.wikidata.org/entity/Q104960415	CIUORYCGUNFGHQ-QTXLCTLRSA-N	InChI=1S/C18H28O2/c1-12-6-8-18(5)13(2)10-15(20)11-16(18)17(12,4)9-7-14(3)19/h10,12,16H,6-9,11H2,1-5H3/t12-,16-,17+,18+/m1/s1	CC(=O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CC(=O)C[C@H]12	C18H28O2	nan	276.208930136	(4aR,7R,8S,8aR)-4a,5,6,7,8,8a-Hexahydro-4,4a,7,8-tetramethyl-8-(3-oxobutyl)naphthalene-2(1H)-one	CIUORYCGUNFGHQ	Terpenoids	Diterpenoids	Colensane and Clerodane diterpenoids	http://www.wikidata.org/entity/Q2732431	Ageratina adenophora	1007563.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Eupatorieae']	['Ageratina']	['Ageratina adenophora']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	nan	nan	nan	6	0	7.609330177307129	1	-1	nan	nan	nan	nan	nan	nan
2438	1.0|1.0|1.0	0.0|0.0|0.0	MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q105225712|http://www.wikidata.org/entity/Q110079298|http://www.wikidata.org/entity/Q105256229	QQAWVLSYYFBHKY-TZQNSNDFSA-N|TZPUHWLTZOZEIW-UHFFFAOYSA-N|SMXQJYKLBKWZEZ-ZDUSSCGKSA-N	InChI=1S/C21H26O4/c1-6-12(2)21(22)25-11-16-17-13(3)8-7-9-15(17)19(23-5)20-18(16)14(4)10-24-20/h6,10,13H,7-9,11H2,1-5H3/b12-6-/t13-/m0/s1|InChI=1S/C21H26O4/c1-6-12(2)10-16(22)25-20-17-13(3)11-24-19(17)18(23)15-9-7-8-14(4)21(15,20)5/h9-11,14,20H,6-8H2,1-5H3|InChI=1S/C21H26O4/c1-12(2)9-17(22)24-11-16-18-13(3)7-6-8-15(18)20(23-5)21-19(16)14(4)10-25-21/h6,8,10,12-13H,7,9,11H2,1-5H3/t13-/m0/s1	C/C=C(/C)C(=O)OCc1c2c(c(OC)c3occ(C)c13)CCC[C@@H]2C|CCC(C)=CC(=O)OC1c2c(C)coc2C(=O)C2=CCCC(C)C21C|COc1c2c(c(COC(=O)CC(C)C)c3c(C)coc13)[C@@H](C)CC=C2	C21H26O4|C21H26O4|C21H26O4	pos_2MCa|pos_2MCa|pos_2MCa	342.183109312|342.183109312|342.183109312	[(5S)-9-methoxy-3,5-dimethyl-5,6,7,8-tetrahydrobenzo[f][1]benzofuran-4-yl]methyl (Z)-2-methylbut-2-enoate|(3,4a,5-Trimethyl-9-oxo-4,5,6,7-tetrahydrobenzo[f][1]benzofuran-4-yl) 3-methylpent-2-enoate|[(5S)-9-methoxy-3,5-dimethyl-5,6-dihydrobenzo[f][1]benzofuran-4-yl]methyl 3-methylbutanoate	QQAWVLSYYFBHKY|TZPUHWLTZOZEIW|SMXQJYKLBKWZEZ	Terpenoids|Terpenoids|Terpenoids	Sesquiterpenoids|Sesquiterpenoids|Sesquiterpenoids	Cadinane sesquiterpenoids|Eremophilane sesquiterpenoids|Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q15593000|http://www.wikidata.org/entity/Q52311673|http://www.wikidata.org/entity/Q5766514	Senecio coronatus|Pittocaulon praecox|Senecio madagascariensis	5794308.0|711405.0|901733.0	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Asterales']|['Asterales']|['Asterales']	['Asteraceae']|['Asteraceae']|['Asteraceae']	['Senecioneae']|['Senecioneae']|['Senecioneae']	['Senecio']|['Pittocaulon']|['Senecio']	['Senecio coronatus']|['Pittocaulon praecox']|['Senecio madagascariensis']	nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Asterales']|['Asterales']|['Asterales']	['Asteraceae']|['Asteraceae']|['Asteraceae']	nan|nan|nan	nan|nan|nan	nan|nan|nan	6|6|6	2|2|2	7.0|7.0|7.0	1|1|1	330	Terpenoids	1.0	Sesquiterpenoids	1.0	Guaiane sesquiterpenoids	0.6
2440	36.0	0.50092715	ISDB	http://www.wikidata.org/entity/Q105162692	MFIFUIBJYOGPRT-IJLOBDSISA-N	InChI=1S/C20H34O2/c1-8-9-13(2)10-14(3)11-15(4)12-16(5)20-17(6)19(21)18(7)22-20/h12-15,18H,8-11H2,1-7H3/b16-12+/t13-,14-,15-,18+/m0/s1	CCC[C@H](C)C[C@H](C)C[C@H](C)/C=C(\C)C1=C(C)C(=O)[C@@H](C)O1	C20H34O2	nan	306.255880328	(2R)-2,4-dimethyl-5-[(E,4S,6S,8S)-4,6,8-trimethylundec-2-en-2-yl]furan-3-one	MFIFUIBJYOGPRT	Polyketides	Linear polyketides	Open-chain polyketides	http://www.wikidata.org/entity/Q7525694	Siphonaria pectinata	255562.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Gastropoda']	['Unknown']	['Siphonariidae']	['Unknown']	['Siphonaria']	['Siphonaria pectinata']	nan	['Eukaryota']	['Metazoa']	['Mollusca']	['Gastropoda']	nan	nan	nan	nan	nan	4	0	6.003708600997925	1	-1	nan	nan	nan	nan	nan	nan
2442	1.0	0.91192436	ISDB	http://www.wikidata.org/entity/Q104396680	HJDZNSLTBDNJJW-UXPWSPDFSA-N	InChI=1S/C20H17NO5/c1-21-16-5-11-4-14-15(24-8-23-14)6-12(11)20(16)7-10-2-3-13-18(25-9-22-13)17(10)19(21)26-20/h2-4,6,16,19H,5,7-9H2,1H3/t16-,19+,20+/m1/s1	CN1[C@H]2O[C@@]3(Cc4ccc5c(c42)OCO5)c2cc4c(cc2C[C@@H]13)OCO4	C20H17NO5	nan	351.1106726439999	Ribasine	HJDZNSLTBDNJJW	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q6121852	Sarcocapnos enneaphylla	188912.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Sarcocapnos']	['Sarcocapnos enneaphylla']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	nan	nan	nan	6	3	11.147697448730469	1	284	Alkaloids	0.75	Tyrosine alkaloids	0.75	Isoquinoline alkaloids	0.75
2446	5.0	0.24875255	ISDB	http://www.wikidata.org/entity/Q76009675	UXSACQOOWZMGSE-RWORTQBESA-N	InChI=1S/C22H26O12/c23-7-12-14(26)15(27)16(28)21(31-12)33-20-13-11(5-6-30-20)17(18-22(13,8-24)34-18)32-19(29)9-1-3-10(25)4-2-9/h1-6,11-18,20-21,23-28H,7-8H2/t11-,12-,13-,14-,15+,16-,17+,18+,20+,21+,22-/m1/s1	O=C(O[C@H]1[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@@]2(CO)O[C@@H]12)c1ccc(O)cc1	C22H26O12	nan	482.1424262719999	Catalposide	UXSACQOOWZMGSE	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q158319	Veronica hederifolia	502001.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']	['Veronica hederifolia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']	['Veronica hederifolia']	9	3	11.495010197162628	1	27	Terpenoids	0.6190476190476191	Monoterpenoids	0.5714285714285714	Iridoids monoterpenoids	0.5714285714285714
2452	1.0	0.8491424	ISDB	http://www.wikidata.org/entity/Q105377649	ZIXNWOVXWUYDLX-IIJHBXAKSA-N	InChI=1S/C22H33NO2/c1-14-12-23-13-16-7-6-15-4-3-5-18(15)22(11-9-19(24)25)20(23)17(14)8-10-21(16,22)2/h5,14-17,20H,3-4,6-13H2,1-2H3,(H,24,25)/t14-,15+,16-,17-,20+,21+,22+/m1/s1	C[C@@H]1CN2C[C@H]3CC[C@@H]4CCC=C4[C@@]4(CCC(=O)O)[C@@H]2[C@@H]1CC[C@@]34C	C22H33NO2	nan	343.251129296	3-[(2S,3S,8S,11S,12S,15R,16S)-12,16-dimethyl-1-azapentacyclo[9.6.1.02,15.03,12.04,8]octadec-4-en-3-yl]propanoic acid	ZIXNWOVXWUYDLX	Alkaloids	Pseudoalkaloids	Terpenoid alkaloids	http://www.wikidata.org/entity/Q15239178	Daphniphyllum calycinum	816930.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Saxifragales']	['Daphniphyllaceae']	['Unknown']	['Daphniphyllum']	['Daphniphyllum calycinum']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	4.896569490432739	1	295	Alkaloids	0.8333333333333334	Pseudoalkaloids	0.8333333333333334	Terpenoid alkaloids	0.6666666666666666
2454	1.0	0.5433454	ISDB	http://www.wikidata.org/entity/Q105141807	KJEHWCNZDXNILH-YLUTUWDDSA-N	InChI=1S/C19H20O12/c1-7-17(9(20)2-3-28-7)31-19-16(26)15(25)14(24)12(30-19)6-29-18(27)8-4-10(21)13(23)11(22)5-8/h2-5,12,14-16,19,21-26H,6H2,1H3/t12-,14-,15+,16-,19+/m1/s1	Cc1occc(=O)c1O[C@@H]1O[C@H](COC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O	C19H20O12	nan	440.09547608	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(2-methyl-4-oxopyran-3-yl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	KJEHWCNZDXNILH	Polyketides	nan	nan	http://www.wikidata.org/entity/Q17436758	Polyspora axillaris	281681.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Theaceae']	['Unknown']	['Polyspora']	['Polyspora axillaris']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	6.173381567001343	1	-1	nan	nan	nan	nan	nan	nan
2455	35.0	0.58074343	ISDB	http://www.wikidata.org/entity/Q105299358	VYTWYRAYFDVDEF-UYHBOPCKSA-N	InChI=1S/C15H22O3/c1-7-4-5-10-8(2)15(17)18-14(10)13-9(3)12(16)6-11(7)13/h8-14,16H,1,4-6H2,2-3H3/t8-,9-,10+,11+,12+,13+,14+/m0/s1	C=C1CC[C@H]2[C@@H](OC(=O)[C@H]2C)[C@@H]2[C@@H](C)[C@H](O)C[C@H]12	C15H22O3	nan	250.156894564	(3S,3aR,6aS,8R,9R,9aS,9bR)-8-hydroxy-3,9-dimethyl-6-methylidene-3,3a,4,5,6a,7,8,9,9a,9b-decahydroazuleno[4,5-b]furan-2-one	VYTWYRAYFDVDEF	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q1542494	Echinops ritro	643726.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Echinops']	['Echinops ritro']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	nan	nan	7	0	9.322973728179932	1	-1	nan	nan	nan	nan	nan	nan
2456	1.0	0.7907828	ISDB	http://www.wikidata.org/entity/Q27120569	SRXKAYJJGAAOBP-LURJTMIESA-N	InChI=1S/C7H14N2O3/c1-5(10)9-4-2-3-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1	CC(=O)NCCC[C@H](N)C(=O)O	C7H14N2O3	nan	174.100442308	Ndelta-acetyl-L-ornithine	SRXKAYJJGAAOBP	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q42339	Phaseolus vulgaris	825707.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Phaseolus']	['Phaseolus vulgaris']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	8.66313123703003	1	74	Amino acids and Peptides	0.21978021978021978	Small peptides	0.21978021978021978	Aminoacids	0.12087912087912088
2457	1.0	0.8181021	ISDB	http://www.wikidata.org/entity/Q104923495	BCMOWDMOMYVIPH-OBLRLYFESA-N	InChI=1S/C24H37NO/c1-6-15-16(26)13-22(5)18-8-7-17-20(2,3)19(25)9-10-23(17)14-24(18,23)12-11-21(15,22)4/h6,17-19H,7-14,25H2,1-5H3/b15-6-/t17-,18-,19-,21+,22-,23+,24-/m0/s1	C/C=C1/C(=O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](N)CC[C@@]45C[C@@]35CC[C@]12C	C24H37NO	nan	355.287514804	Cyclobuxophylline O	BCMOWDMOMYVIPH	Alkaloids	Pseudoalkaloids	Steroidal alkaloids	http://www.wikidata.org/entity/Q27344	Buxus sempervirens	1000252.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Buxales']	['Buxaceae']	['Unknown']	['Buxus']	['Buxus sempervirens']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	1	4.772408485412598	1	357	Alkaloids	0.3	Nicotinic acid alkaloids	0.1	Pyridine alkaloids	0.1
