	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
trans-Cinnamoyl b-D-glucoside	-0.445530466886608	0.136486822666244
N-Acetylvanilalanine	-0.195791696043199	0.581082326376738
6-Deoxohomodolichosterone	-0.0116140851494443	0.965349836255552
N-cis-Caffeoyltyramine	-0.321928094887362	0.355917683749582
SPB 16:1;2O	-0.085021655816738	0.700463069627788
N-lactoyl-Tyrosine	-0.321928094887362	0.355917683749582
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	-0.26612049236505	0.329283090017879
Pyrronamycin B	0.139405146568175	0.628616073930909
N,N'-Diacetyl-lysine	-0.344072851469729	0.312385429611319
5-hydroxyindole	-0.225940771757121	0.429137461190467
biopterin	-0.26384009380921	0.21041798118886
Feruloylcholine	-0.129562799321958	0.630394728130058
p-hydroxyhippuric acid	0.0063616028001427	0.984338609766616
Diosmetin rutinoside	-0.271769540641884	0.314352860764411
3-aminoadipic acid	-0.221471548929388	0.362337021501344
methionine	-0.104441170299901	0.748509956860254
Phenylalanyl-Threonine	-0.37765720067502	0.239688842885228
1-[2-[[(3,4-difluoroanilino)-oxomethyl]amino]-2-methyl-1-oxopropyl]-4-piperidinecarboxylic acid ethyl ester	-0.00570596507074598	0.986751244596144
2-(4-Ethenyl-2,5-dimethylhexa-2,5-dienoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	-0.0409338931981988	0.868998862132868
Pyroglu-trp-lys	0.295774055933787	0.390962823484344
N-(4-aminobutyl)-3-(4-hydroxyphenyl)propanimidic acid	-0.0289175395714057	0.936613239489782
1-(ethylamino)-3-[3-(ethylamino)-2-hydroxypropoxy]-2-propanol	0.186605979508181	0.488165203056648
2-(3-methylbut-2-enyl)-5-(2-methylbut-3-en-2-yl)cyclohexa-2,5-diene-1,4-dione	0.202407895093233	0.524936350299978
ACar 13:0	-0.0308141857643299	0.903429503588681
simetryn	-0.321928094887362	0.355917683749582
Leucyl-leucine	-0.250432185279597	0.364655379308286
PAX 2	0.379337119578627	0.253140336430614
Tricin diglucuronoside	-0.329340995281325	0.340736706475479
2'-Hydroxyisoorientin	-0.147074026576589	0.605464477828937
L-N-(1H-Indol-3-ylacetyl)aspartic acid	-0.547828506258458	0.136153974400728
dibenzothiazol-2-yl disulfide	0.505864337881486	0.145476896358832
2-O-acetyl-trans-coutaric acid	-0.321928094887362	0.355917683749582
2-[2-(3,5-Dimethyl-2-oxo-cyclohexyl)-6-oxo-tetrahydro-pyran-4yl]-acetamide	0.0528015563626145	0.894054554304948
gallic acid	0.230903959615274	0.386526259526699
3-Hydroxy 4-Methoxy Cinnamic acid	-0.392494867243587	0.0810477535762633
4-pyridoxic acid	-0.068814050869955	0.810610044451347
N-(tetradecanoyl)ethanolamine	-0.139200575417288	0.496527185616685
N-(Ammonioacetyl)tyrosyltyrosylprolylthreonine	-0.0965826059858168	0.667895258528507
gamma-glutamylphenylalanine	0.132226214205144	0.594101211506986
thioproline	-0.321928094887362	0.355917683749582
laudanine	-0.475462636804711	0.118081670272916
3',4',5'-Trimethoxytricetin 7-[rhamnosyl-(1->6)-glucoside]	-0.0908341106350292	0.729734829417331
8-(methylsulfinyl)octylamine	-0.321928094887362	0.355917683749582
Aminochelin	-0.257460245877256	0.419181529522029
2-methyl-1H-indole	-0.251354699805079	0.408315809423254
6-hydroxyluteolin	-0.321928094887362	0.355917683749582
3,4-dihydroxyphenylethyleneglycol	-0.330811718193396	0.286127148070849
gamma-L-Glutamyl-L-valine	-0.0406122641844042	0.892566808630673
hexahomomethionine	-0.327468824991043	0.344618004215109
asparagine	0.260182068726265	0.369054091913243
octadec-17-ynoic acid	-0.0280498583608207	0.907959016125335
2-aminooctadecane-1,3-diol	0.0235404525351411	0.924573595189741
